alpha3,name,country_code,year,fb,pop,fb_share,refugee,pob_code,disp,imm,disp_share
TJK,Tajikistan,762,1995,348347,5764806,6.042649136848664,620,762,555426,NA,0.09634773485872725
TJK,Tajikistan,762,2000,299499,6216329,4.817939977115111,15597,762,541183,NA,0.0870582943727721
TJK,Tajikistan,762,2005,280466,6789318,4.130989298188713,1040,762,586235,NA,0.08634666987170139
TJK,Tajikistan,762,2010,279808,7527397,3.71719466902038,4787,762,584647,NA,0.07766921287664248
TJK,Tajikistan,762,2015,275101,8454019,3.2540854237493435,2257,762,585060,NA,0.06920495447194996
TJK,Tajikistan,762,2020,276031,9537642,2.8941220481959795,5204,762,586851,NA,0.06152998822979516
TKM,Turkmenistan,795,1990,306500,3683978,8.319810813202468,~,795,260005,NA,0.07057724014638524
TKM,Turkmenistan,795,1995,273565,4207841,6.501315044936347,23323,795,243523,NA,0.05787362212593109
TKM,Turkmenistan,795,2000,219067,4516128,4.850770394461804,14757,795,224398,NA,0.0496881399287177
TKM,Turkmenistan,795,2005,213053,4754652,4.480937826785221,11965,795,231939,NA,0.048781488108908914
TKM,Turkmenistan,795,2010,197979,5087211,3.891700186998338,62,795,234635,NA,0.04612252175111274
TKM,Turkmenistan,795,2015,196376,5565283,3.5285896512360644,26,795,238531,NA,0.04286053377698852
TKM,Turkmenistan,795,2020,194920,6031187,3.2318679556777132,22,795,242554,NA,0.04021662734052186
UZB,Uzbekistan,860,1990,1653000,20398347,8.103597806234006,~,860,1427980,NA,0.07000469204686047
UZB,Uzbekistan,860,1995,1512577,22791033,6.636719801160396,2627,860,1515731,NA,0.06650558577138649
UZB,Uzbekistan,860,2000,1406498,24769955,5.678242047674289,39598,860,1575965,NA,0.06362405583700091
UZB,Uzbekistan,860,2005,1329932,26427785,5.032324880802534,44537,860,1730224,NA,0.06546988330652759
UZB,Uzbekistan,860,2010,1220149,28515908,4.278836220119661,311,860,1888942,NA,0.06624169218108011
UZB,Uzbekistan,860,2015,1170873,30929556,3.7856120534029003,107,860,1976024,NA,0.0638878876890441
UZB,Uzbekistan,860,2020,1162007,33469199,3.4718697630020965,14,860,2027823,NA,0.060587736204861076
CHN,China*,156,1990,376361,1176883681,0.03197945609035937,285788,156,4231625,NA,0.0035956187245322164
CHN,China*,156,1995,442198,1240920539,0.03563467491289545,289747,156,5030321,NA,0.004053701137103993
CHN,China*,156,2000,508034,1290550767,0.039365673400122814,293705,156,5884919,NA,0.004560005813393934
CHN,China*,156,2005,678947,1330776380,0.051018864642006945,301125,156,7337211,NA,0.005513481536244279
CHN,China*,156,2010,849861,1368810604,0.06208755232582929,301108,156,8714648,NA,0.006366584226140317
CHN,China*,156,2015,978046,1406847868,0.06952038114756556,301729,156,10240817,NA,0.007279263972271947
CHN,China*,156,2020,1039675,1439323774,0.07223357376434192,304041,156,10461170,NA,0.007268114505555301
HKG,"China, Hong Kong SAR*",344,1990,2218473,5727942,38.73071689622555,10092,344,549125,NA,0.09586776542080908
HKG,"China, Hong Kong SAR*",344,1995,2443798,6084234,40.16607513780699,5536,344,617237,NA,0.10144859648724884
HKG,"China, Hong Kong SAR*",344,2000,2669122,6606328,40.40250499218325,979,344,685913,NA,0.10382666437391544
HKG,"China, Hong Kong SAR*",344,2005,2721235,6769579,40.19799458725572,3031,344,752476,NA,0.1111555090796636
HKG,"China, Hong Kong SAR*",344,2010,2779950,6966324,39.905551335252284,640,344,862070,NA,0.12374819201633458
HKG,"China, Hong Kong SAR*",344,2015,2841113,7185992,39.536823865097546,2448,344,957289,NA,0.1332159846545891
HKG,"China, Hong Kong SAR*",344,2020,2962492,7496988,39.51576286369939,130,344,1007788,NA,0.13442571870196404
MAC,"China, Macao SAR*",446,1990,205047,343816,59.63858575517137,~,446,86460,NA,0.25147171743025337
MAC,"China, Macao SAR*",446,1995,224929,385517,58.34476819439869,~,446,90097,NA,0.23370435026211556
MAC,"China, Macao SAR*",446,2000,240791,427772,56.289565469455695,~,446,94517,NA,0.22095181545309184
MAC,"China, Macao SAR*",446,2005,279308,482863,57.84415041119324,~,446,108191,NA,0.22406148327786557
MAC,"China, Macao SAR*",446,2010,318506,538215,59.178209451613206,9,446,123599,NA,0.2296461451278764
MAC,"China, Macao SAR*",446,2015,376066,602093,62.45978611277659,7,446,133296,NA,0.22138772581644364
MAC,"China, Macao SAR*",446,2020,403490,649342,62.13828768199192,~,446,145192,NA,0.223598658334129
TWN,"China, Taiwan Province of China*",158,1990,NA,20478516,NA,~,158,0,NA,0
TWN,"China, Taiwan Province of China*",158,1995,NA,21356025,NA,~,158,0,NA,0
TWN,"China, Taiwan Province of China*",158,2000,NA,21966528,NA,~,158,0,NA,0
TWN,"China, Taiwan Province of China*",158,2005,NA,22705719,NA,~,158,0,NA,0
TWN,"China, Taiwan Province of China*",158,2010,NA,23187556,NA,~,158,0,NA,0
TWN,"China, Taiwan Province of China*",158,2015,NA,23557473,NA,~,158,0,NA,0
TWN,"China, Taiwan Province of China*",158,2020,NA,23816775,NA,~,158,0,NA,0
PRK,Dem. People's Republic of Korea,408,1990,34103,20293057,0.16805255117550794,~,408,39383,NA,0.0019407130231783216
PRK,Dem. People's Republic of Korea,408,1995,35143,21862300,0.16074703942403132,~,408,53797,NA,0.0024607200523275225
PRK,Dem. People's Republic of Korea,408,2000,36183,22929078,0.15780399019969316,~,408,72350,NA,0.0031553820000961223
PRK,Dem. People's Republic of Korea,408,2005,40097,23904167,0.16774062865273656,~,408,86763,NA,0.0036296182167736696
PRK,Dem. People's Republic of Korea,408,2010,44010,24548840,0.1792752732919356,~,408,96459,NA,0.0039292691630235885
PRK,Dem. People's Republic of Korea,408,2015,48458,25183832,0.1924171031636488,~,408,103898,NA,0.004125583429876756
PRK,Dem. People's Republic of Korea,408,2020,49549,25778815,0.1922082143806843,~,408,110377,NA,0.0042816940964896955
JPN,Japan,392,1990,1075317,124505243,0.8636720623885695,6649,392,604803,NA,0.004857650854109012
JPN,Japan,392,1995,1362371,126365486,1.0781195428631518,5322,392,653293,NA,0.0051698689308249885
JPN,Japan,392,2000,1686444,127524168,1.322450502088357,3752,392,708933,NA,0.005559205059859712
JPN,Japan,392,2005,2011555,128326115,1.5675336232223658,2474,392,718466,NA,0.005598751275217831
JPN,Japan,392,2010,2134151,128542349,1.6602707330328932,5633,392,756792,NA,0.005887491600141834
JPN,Japan,392,2015,2232189,127985139,1.7441001490024557,16305,392,764408,NA,0.005972630931783416
JPN,Japan,392,2020,2770996,126476458,2.1909184079143014,30588,392,808825,NA,0.006395063656826949
MNG,Mongolia,496,1990,6718,2184139,0.3075811566937819,~,496,24466,NA,0.011201668025707155
MNG,Mongolia,496,1995,7424,2298017,0.32306114358597,~,496,27694,NA,0.01205125984707685
MNG,Mongolia,496,2000,8206,2397417,0.3422850509527546,~,496,30648,NA,0.012783758520107266
MNG,Mongolia,496,2005,11477,2526429,0.45427755935353814,~,496,42354,NA,0.016764373746501485
MNG,Mongolia,496,2010,16062,2719902,0.59053598254643,13,496,57405,NA,0.021105539831949828
MNG,Mongolia,496,2015,19886,2998433,0.6632130849680483,15,496,65485,NA,0.021839740958027078
MNG,Mongolia,496,2020,21345,3278292,0.6511012441844717,10,496,82098,NA,0.02504291869058644
KOR,Republic of Korea,410,1990,43247,42918416,0.10076560141455361,230,410,1513162,NA,0.035256706584884216
KOR,Republic of Korea,410,1995,123886,45292521,0.27352418735976297,5,410,1694236,NA,0.03740652899404738
KOR,Republic of Korea,410,2000,244224,47379237,0.5154663001432463,52,410,1875408,NA,0.03958290843729712
KOR,Republic of Korea,410,2005,486065,48701069,0.998058174041313,588,410,1974513,NA,0.04054352482488629
KOR,Republic of Korea,410,2010,919987,49545638,1.8568476199660604,1070,410,2252321,NA,0.04545952158290908
KOR,Republic of Korea,410,2015,1370905,50823087,2.6974060036927705,6905,410,2152532,NA,0.042353428865901044
KOR,Republic of Korea,410,2020,1728182,51269183,3.370800740085911,28792,410,2204554,NA,0.042999592952358924
BRN,Brunei Darussalam,96,1990,73200,258714,28.293791599990726,~,96,26323,NA,0.10174555686974807
BRN,Brunei Darussalam,96,1995,84748,297112,28.52392363822397,~,96,35052,NA,0.11797571286248956
BRN,Brunei Darussalam,96,2000,96296,333166,28.903309461349597,~,96,45242,NA,0.1357941686726737
BRN,Brunei Darussalam,96,2005,98441,365112,26.961863756874603,~,96,45314,NA,0.1241098621792765
BRN,Brunei Darussalam,96,2010,100587,388634,25.88219249988421,~,96,44541,NA,0.11460911809054278
BRN,Brunei Darussalam,96,2015,102733,414914,24.76007076165181,~,96,45110,NA,0.10872132538309144
BRN,Brunei Darussalam,96,2020,111959,437483,25.591622988778994,~,96,45340,NA,0.10363831280301178
KHM,Cambodia,116,1990,38375,8975597,0.42754816197741496,~,116,355428,NA,0.0395993714958459
KHM,Cambodia,116,1995,92230,10656145,0.8655099944679806,15,116,418213,NA,0.03924618142864986
KHM,Cambodia,116,2000,146085,12155241,1.2018272611789433,34,116,459621,NA,0.037812578129878295
KHM,Cambodia,116,2005,114096,13273355,0.85958674351737,195,116,674436,NA,0.050811268138311674
KHM,Cambodia,116,2010,82028,14312205,0.5731332104312368,180,116,953059,NA,0.06659064763256256
KHM,Cambodia,116,2015,73962,15521435,0.4765152191147275,103,116,1074572,NA,0.0692314853620171
KHM,Cambodia,116,2020,79341,16718971.000000002,0.47455671763531376,27,116,1104819,NA,0.06608175826131883
IDN,Indonesia,360,1990,465612,181413398,0.2566580005298175,2138,360,1622259,NA,0.008942332914132396
IDN,Indonesia,360,1995,378960,196934257,0.1924297000292844,202,360,1937233,NA,0.00983695284665481
IDN,Indonesia,360,2000,292307,211513822,0.13819758786260314,142562,360,2415077,NA,0.011418057586799221
IDN,Indonesia,360,2005,289310,226289468,0.12784952059722018,147,360,2781287,NA,0.012290837150229193
IDN,Indonesia,360,2010,307487,241834226,0.1271478421751601,2882,360,3415963,NA,0.014125225599787516
IDN,Indonesia,360,2015,338124,258383257,0.13086142032802073,13548,360,4065095,NA,0.01573281120146264
IDN,Indonesia,360,2020,355505,273523621,0.12997232147639637,13657,360,4601369,NA,0.016822565390065526
LAO,Lao People's Democratic Republic,418,1990,22866,4258471,0.5369532867548,~,418,483008,NA,0.1134228693819918
LAO,Lao People's Democratic Republic,418,1995,23526,4846477,0.485424773500421,~,418,547786,NA,0.11302766937715789
LAO,Lao People's Democratic Republic,418,2000,21948,5323701,0.41226958463670293,~,418,649287,NA,0.12196158274102922
LAO,Lao People's Democratic Republic,418,2005,20371,5751675,0.3541750881265023,~,418,897002,NA,0.15595491748056
LAO,Lao People's Democratic Republic,418,2010,32955,6249168,0.5273502008587383,~,418,1198862,NA,0.19184345820115573
LAO,Lao People's Democratic Republic,418,2015,45538,6741160,0.6755217202973969,~,418,1288179,NA,0.19109159254490324
LAO,Lao People's Democratic Republic,418,2020,48731,7275556,0.669790734893663,~,418,1296051,NA,0.17813772583153784
MYS,Malaysia*,458,1990,695920,18029824,3.859826917888938,14862,458,560353,NA,0.031079227395675077
MYS,Malaysia*,458,1995,937368,20487604,4.575293431091308,23323,458,861208,NA,0.042035564529654124
MYS,Malaysia*,458,2000,1463598,23194252,6.3101754693361105,50487,458,1201135,NA,0.05178589074568992
MYS,Malaysia*,458,2005,1918504,25690615,7.467723135471845,44531,458,1379305,NA,0.05368906116105045
MYS,Malaysia*,458,2010,2417395,28208028,8.569883013445676,92855,458,1599061,NA,0.05668815274857215
MYS,Malaysia*,458,2015,3280681,30270965,10.837715282614875,154581,458,1781038,NA,0.05883651214951357
MYS,Malaysia*,458,2020,3476560,32365998,10.741395955100783,179744,458,1860037,NA,0.057468859758317975
MMR,Myanmar,104,1990,133545,41335188,0.3230782451019698,~,104,685308,NA,0.016579288329352706
MMR,Myanmar,104,1995,113663,43901598,0.2589040152934752,~,104,911445,NA,0.020761089379935555
MMR,Myanmar,104,2000,98011,46719698,0.2097851745531403,~,104,1224310,NA,0.026205434803966414
MMR,Myanmar,104,2005,83025,48949931,0.16961208791080828,~,104,1736590,NA,0.03547686308281007
MMR,Myanmar,104,2010,76414,50600827,0.1510133421337165,~,104,2492274,NA,0.04925362188250401
MMR,Myanmar,104,2015,73309,52680724,0.13915716116581844,~,104,2842494,NA,0.05395700332440382
MMR,Myanmar,104,2020,76446,54409794,0.1405004400494514,~,104,3711751,NA,0.06821843508541862
PHL,Philippines,608,1990,154071,61895169,0.24892249668144537,19860,608,2012499,NA,0.03251463777407248
PHL,Philippines,608,1995,207345,69784087,0.2971236121495721,783,608,2481963,NA,0.03556631757609725
PHL,Philippines,608,2000,318095,77991757,0.4078572047043382,196,608,3062665,NA,0.03926908583428887
PHL,Philippines,608,2005,257468,86326251,0.29824994948523825,138,608,3684528,NA,0.042681431862481786
PHL,Philippines,608,2010,208599,93966784,0.22199227335480587,316,608,4692695,NA,0.04993993409415821
PHL,Philippines,608,2015,211862,102113206,0.2074775715101923,479,608,5498232,NA,0.05384447531693403
PHL,Philippines,608,2020,225525,109581085,0.2058065039235558,1023,608,6094307,NA,0.05561458895939934
SGP,Singapore,702,1990,727262,3012968,24.137727317382726,146,702,156444,NA,0.05192355179344752
SGP,Singapore,702,1995,991492,3525964,28.119742572527684,112,702,168100,NA,0.04767490535921524
SGP,Singapore,702,2000,1351691,4028872,33.550110303826976,~,702,192930,NA,0.047886852697231384
SGP,Singapore,702,2005,1710594,4265693,40.10119809372123,~,702,235683,NA,0.05525081153285058
SGP,Singapore,702,2010,2164794,5131170,42.18909137682049,7,702,282421,NA,0.05504027346589569
SGP,Singapore,702,2015,2483405,5592143,44.40882502468195,~,702,324639,NA,0.05805270001142675
SGP,Singapore,702,2020,2523648,5850343,43.13675283654309,~,702,348464,NA,0.059563003399971594
THA,Thailand,764,1990,528693,56558196,0.9347769861683708,99821,764,306924,NA,0.005426693595389782
THA,Thailand,764,1995,809720,59467272,1.3616229108340467,106565,764,411878,NA,0.006926129047924041
THA,Thailand,764,2000,1257821,62952639,1.998043322695336,104965,764,531028,NA,0.008435357253251926
THA,Thailand,764,2005,2195610,65416189,3.3563710047370687,149216,764,631678,NA,0.009656294713224581
THA,Thailand,764,2010,3234381,67195032,4.813422813758017,106925,764,769257,NA,0.011448123129102759
THA,Thailand,764,2015,3470220,68714519,5.050199070737874,116532,764,921690,NA,0.01341332244499885
THA,Thailand,764,2020,3632496,69799978,5.2041506374113755,98418,764,1086985,NA,0.01557285591121533
TLS,Timor-Leste,626,1990,8954,737814,1.213584995676417,~,626,11261,NA,0.015262654273299233
TLS,Timor-Leste,626,1995,9743,844333,1.1539286039986594,~,626,79050,NA,0.09362419803560917
TLS,Timor-Leste,626,2000,10602,884366,1.1988249209037887,~,626,148339,NA,0.16773485185997652
TLS,Timor-Leste,626,2005,11286,995130,1.134123179886045,13,626,94961,NA,0.09542572327233628
TLS,Timor-Leste,626,2010,11540,1093517,1.055310525579392,5,626,35037,NA,0.03204065414620898
TLS,Timor-Leste,626,2015,8520,1196294,0.7121995094851266,~,626,37325,NA,0.03120052428583609
TLS,Timor-Leste,626,2020,8399,1318442,0.6370397787691836,~,626,39588,NA,0.03002634928195552
VNM,Viet Nam,704,1990,28118,67988855,0.0413567782543183,21150,704,1505588,NA,0.022144629439633894
VNM,Viet Nam,704,1995,51262,74910462,0.06843102903303414,34400,704,1842320,NA,0.024593627522948663
VNM,Viet Nam,704,2000,56754,79910411,0.0710220349135734,15945,704,2158532,NA,0.027011899613430847
VNM,Viet Nam,704,2005,51768,83832662,0.061751587943133665,2357,704,2376225,NA,0.028344859191039407
VNM,Viet Nam,704,2010,61756,87967655,0.07020307634664127,1928,704,2630742,NA,0.029905787530655443
VNM,Viet Nam,704,2015,72793,92677082,0.07854476902930543,~,704,2909491,NA,0.03139385635814473
VNM,Viet Nam,704,2020,76767,97338583,0.07886595184974081,~,704,3392025,NA,0.03484769240990492
AFG,Afghanistan,4,1990,57686,12412311,0.4647482648476984,25,4,7679582,NA,0.6187068628879827
AFG,Afghanistan,4,1995,71522,18110662,0.39491654142736465,19605,4,4347049,NA,0.24002706251157468
AFG,Afghanistan,4,2000,75917,20779957,0.36533761835984546,~,4,4750677,NA,0.22861823053820562
AFG,Afghanistan,4,2005,87314,25654274,0.340348746567531,46,4,4116739,NA,0.16046990844488523
AFG,Afghanistan,4,2010,102276,29185511,0.35043415892221313,6464,4,5269518,NA,0.18055253512607677
AFG,Afghanistan,4,2015,339432,34413603,0.9863308994411308,257636,4,5400916,NA,0.15694131184113444
AFG,Afghanistan,4,2020,144098,38928341,0.3701621910884926,72479,4,5853838,NA,0.1503747102914044
BGD,Bangladesh,50,1990,881617,103171957,0.8545122392124441,73,50,5450443,NA,0.052828725542154835
BGD,Bangladesh,50,1995,934735,115169933,0.8116137394991798,10996,50,5423528,NA,0.04709152691788056
BGD,Bangladesh,50,2000,987853,127657862,0.7738285637276301,21919,50,5441094,NA,0.04262247475208382
BGD,Bangladesh,50,2005,1062270,139035505,0.7640278646810396,21156,50,5492474,NA,0.03950411083845094
BGD,Bangladesh,50,2010,1345546,147575433,0.9117682886961274,229253,50,6319871,NA,0.04282468207293012
BGD,Bangladesh,50,2015,1422179,156256287,0.9101579381570739,231958,50,6831282,NA,0.04371844570964367
BGD,Bangladesh,50,2020,2115408,164689383,1.2844835298217128,854820,50,7401763,NA,0.04494377758401099
BTN,Bhutan,64,1990,23807,530801,4.485108355108601,~,64,28461,NA,0.053618964546035146
BTN,Bhutan,64,1995,27972,534629,5.232039414248011,~,64,117967,NA,0.22065207835714112
BTN,Bhutan,64,2000,32137,591014,5.4376038469477885,~,64,120183,NA,0.2033505128474114
BTN,Bhutan,64,2005,40279,648744,6.208766477994401,~,64,120319,NA,0.18546452838099467
BTN,Bhutan,64,2010,48420,685502,7.063436722285274,~,64,91934,NA,0.13411193548669442
BTN,Bhutan,64,2015,51106,727885,7.021164057509084,~,64,51391,NA,0.07060318594283438
BTN,Bhutan,64,2020,53612,771612,6.948051611431652,~,64,51998,NA,0.06738879125778241
IND,India,356,1990,7594801,873277799,0.8696890048844583,212743,356,6619431,NA,0.007579983148065808
IND,India,356,1995,6952238,963922586,0.7212444340421337,227480,356,7153439,NA,0.0074211758328899665
IND,India,356,2000,6411331,1056575548,0.6068028937576738,171000,356,7928051,NA,0.007503534427809795
IND,India,356,2005,5936740,1147609924,0.5173134072688622,139586,356,9588533,NA,0.008355219660857517
IND,India,356,2010,5574018,1234281163,0.45160034577956204,188567,356,13221963,NA,0.0107122780419521
IND,India,356,2015,5210847,1310152392,0.39772831250916035,207861,356,15885657,NA,0.012125045221456956
IND,India,356,2020,4878704,1380004385,0.35352815201380683,207334,356,17869492,NA,0.012948866100885614
IRN,Iran (Islamic Republic of),364,1990,4291601,56366212,7.613782881134536,3512201,364,631196,NA,0.011198126991396903
IRN,Iran (Islamic Republic of),364,1995,2937668,61442658,4.781153836150773,2071988,364,746739,NA,0.01215342929988478
IRN,Iran (Islamic Republic of),364,2000,2476469,65623397,3.7737592279777896,1851844,364,831205,NA,0.012666290347633178
IRN,Iran (Islamic Republic of),364,2005,2552206,69762345,3.65842919987853,974436,364,889502,NA,0.012750460151533038
IRN,Iran (Islamic Republic of),364,2010,2722397,73762519,3.690759259455334,1075141,364,985691,NA,0.013363033331331865
IRN,Iran (Islamic Republic of),364,2015,2729939,78492208,3.477974527102104,979479,364,1155617,NA,0.014722697060579567
IRN,Iran (Islamic Republic of),364,2020,2797235,83992953,3.330321056815326,979468,364,1325113,NA,0.015776478295744644
MDV,Maldives,462,1990,8689,223159,3.8936363758575725,~,462,2192,NA,0.009822592859799514
MDV,Maldives,462,1995,18510,254144,7.28327247544699,~,462,1687,NA,0.006637969025434399
MDV,Maldives,462,2000,27092,279396,9.696631304671506,~,462,1216,NA,0.004352245558275709
MDV,Maldives,462,2005,45045,319604,14.094003829739302,~,462,2212,NA,0.006921064817711918
MDV,Maldives,462,2010,54659,365730,14.94517813687693,~,462,3543,NA,0.00968747436633582
MDV,Maldives,462,2015,64273,454914,14.128604527449143,~,462,3606,NA,0.007926772972473918
MDV,Maldives,462,2020,70079,540542,12.964579995634013,~,462,3715,NA,0.006872731443625102
NPL,Nepal,524,1990,429974,18905480,2.2743352721009993,17325,524,748053,NA,0.039568051168232705
NPL,Nepal,524,1995,690225,21576074,3.1990296288379434,124754,524,856028,NA,0.03967487319518834
NPL,Nepal,524,2000,717900,23941099,2.9986092117158027,129237,524,977396,NA,0.040825026453463975
NPL,Nepal,524,2005,680729,25744500,2.644172541707938,127708,524,1289629,NA,0.05009337916836606
NPL,Nepal,524,2010,581889,27013207,2.154090774930944,90746,524,1712697,NA,0.06340220914902847
NPL,Nepal,524,2015,509471,27015033,1.885879613769119,32684,524,2270166,NA,0.08403343427342842
NPL,Nepal,524,2020,487564,29136808,1.6733610627492208,19634,524,2599701,NA,0.08922394656271201
PAK,Pakistan,586,1990,6208204,107647918,5.767138013760749,3265845,586,3341086,NA,0.03103716320830283
PAK,Pakistan,586,1995,3669308,123776835,2.964454536262783,1202493,586,3340157,NA,0.02698531595189035
PAK,Pakistan,586,2000,4181912,142343583,2.9378999122145184,2001466,586,3406434,NA,0.02393106825194923
PAK,Pakistan,586,2005,3174558,160304007,1.9803360249129642,1088120,586,3777830,NA,0.023566659815309546
PAK,Pakistan,586,2010,3943681,179424643,2.197959507713776,1902716,586,4790584,NA,0.026699699215787208
PAK,Pakistan,586,2015,3506520,199426953,1.7582979367889155,1567604,586,5798210,NA,0.029074354859144842
PAK,Pakistan,586,2020,3276580,220892331,1.48333805214813,1428147,586,6328400,NA,0.028649251747902466
LKA,Sri Lanka,144,1990,41561,17325769,0.2398796844168937,15,144,883684,NA,0.05100402758457648
LKA,Sri Lanka,144,1995,40841,18242917,0.22387318870112713,16,144,923530,NA,0.05062403123360151
LKA,Sri Lanka,144,2000,40132,18777606,0.21372266517893707,39,144,979093,NA,0.05214152432424027
LKA,Sri Lanka,144,2005,39526,19544988,0.20223087371555307,227,144,1151553,NA,0.05891807147694335
LKA,Sri Lanka,144,2010,38959,20261738,0.19227866829587867,361,144,1454292,NA,0.07177528403535768
LKA,Sri Lanka,144,2015,39706,20908024,0.1899079511291933,1392,144,1656253,NA,0.07921614208975464
LKA,Sri Lanka,144,2020,40254,21413250,0.18798641028335258,1406,144,1960025,NA,0.09153327962826754
ARM,Armenia,51,1990,658789,3538164,18.619515658403625,~,51,899678,NA,0.25427820756754066
ARM,Armenia,51,1995,693999,3217349,21.570522812414815,218950,51,901859,NA,0.2803112127406756
ARM,Armenia,51,2000,657900,3069597,21.432780915540377,280591,51,877148,NA,0.28575347187269207
ARM,Armenia,51,2005,469189,2981262,15.737932459475216,219620,51,900648,NA,0.3021029349315827
ARM,Armenia,51,2010,211147,2877314,7.338337074090627,3319,51,917043,NA,0.3187149542941785
ARM,Armenia,51,2015,191199,2925559,6.535468947985668,19385,51,944520,NA,0.3228511200765392
ARM,Armenia,51,2020,190349,2963234,6.423691142852707,18158,51,958190,NA,0.3233595456855584
AZE,Azerbaijan*,31,1990,360600,7242758,4.978766376013115,~,31,1634157,NA,0.22562634289313546
AZE,Azerbaijan*,31,1995,344070,7775418,4.425099718111618,233682,31,1712214,NA,0.2202086112926662
AZE,Azerbaijan*,31,2000,327540,8122743,4.032381672053393,54663,31,1630589,NA,0.20074364041802134
AZE,Azerbaijan*,31,2005,301834,8538610,3.534931329572378,3119,31,1455180,NA,0.17042352326666751
AZE,Azerbaijan*,31,2010,276901,9032465,3.0656194073267926,1908,31,1160863,NA,0.12852117334526067
AZE,Azerbaijan*,31,2015,264359,9622741,2.747231791856395,1498,31,1130348,NA,0.11746632274525523
AZE,Azerbaijan*,31,2020,252228,10139175,2.487658019513422,1288,31,1163922,NA,0.11479454689360821
BHR,Bahrain,48,1990,173212,495927,34.92691464671211,1780,48,12817,NA,0.0258445295376134
BHR,Bahrain,48,1995,205979,563698,36.54066539175232,891,48,26014,NA,0.04614882437049626
BHR,Bahrain,48,2000,239361,664610,36.01525706805495,~,48,47736,NA,0.0718255819202239
BHR,Bahrain,48,2005,404018,889157,45.43831966683049,15,48,51835,NA,0.058296791230345146
BHR,Bahrain,48,2010,666406,1240864,53.704999097403096,234,48,52235,NA,0.042095668824303066
BHR,Bahrain,48,2015,722487,1371853,52.665045015756064,360,48,56721,NA,0.04134626669183943
BHR,Bahrain,48,2020,936094,1701583,55.013126012659974,312,48,58270,NA,0.03424458283845102
CYP,Cyprus*,196,1990,43805,766616,5.7140732778861905,17,196,174370,NA,0.22745416218810982
CYP,Cyprus*,196,1995,61941,855391,7.2412499079368375,57,196,163275,NA,0.19087762204652609
CYP,Cyprus*,196,2000,80076,943288,8.489029861505712,97,196,153561,NA,0.16279333565146595
CYP,Cyprus*,196,2005,122849,1027656.9999999999,11.954280465174666,13768,196,153973,NA,0.1498291745202923
CYP,Cyprus*,196,2010,188472,1112617,16.93952186601499,8790,196,163471,NA,0.14692477285534913
CYP,Cyprus*,196,2015,176693,1160987,15.219205727540446,9319,196,166585,NA,0.1434856721048556
CYP,Cyprus*,196,2020,190366,1207361,15.767115220716917,31168,196,173210,NA,0.14346164900141714
GEO,Georgia*,268,1990,304470,5410400,5.627495194440337,~,268,919438,NA,0.1699390063581251
GEO,Georgia*,268,1995,152235,4976252,3.0592301193749836,3200,268,953280,NA,0.19156586121442404
GEO,Georgia*,268,2000,76117,4362184,1.7449286870980223,6400,268,967022,NA,0.2216829918224449
GEO,Georgia*,268,2005,71296,4210158,1.6934281326259015,2505,268,885523,NA,0.2103301111264708
GEO,Georgia*,268,2010,73078,4099095.9999999995,1.7827833258845367,683,268,805539,NA,0.19651625626723554
GEO,Georgia*,268,2015,76685,4024180,1.9056056140629891,2712,268,828931,NA,0.20598755522864284
GEO,Georgia*,268,2020,79368,3989175,1.9895843125458272,2486,268,861077,NA,0.2158534032726065
IRQ,Iraq,368,1990,83638,17419113,0.48015074016685005,900,368,642933,NA,0.03690962909535061
IRQ,Iraq,368,1995,199460,20149342,0.9899082560611656,116722,368,752604,NA,0.03735129415144177
IRQ,Iraq,368,2000,210525,23497589,0.8959429837673983,127787,368,828414,NA,0.03525527661582641
IRQ,Iraq,368,2005,134863,26922279,0.5009345605548475,52125,368,1340599,NA,0.04979515292891809
IRQ,Iraq,368,2010,120466,29741977,0.40503696173257075,37728,368,2554929,NA,0.08590313280115844
IRQ,Iraq,368,2015,359352,35572269,1.010202638465373,285121,368,1675613,NA,0.04710447343125624
IRQ,Iraq,368,2020,365766,40222503,0.9093566355132101,286930,368,2077976,NA,0.05166202610513821
ISR,Israel,376,1990,1632704,4448348,36.70360322528723,~,376,279625,NA,0.06286041469777094
ISR,Israel,376,1995,1792185,5271368,33.998480090936546,1051,376,290365,NA,0.055083424264820824
ISR,Israel,376,2000,1851309,5945949,31.135635371241833,2102,376,303860,NA,0.05110370102400811
ISR,Israel,376,2005,1889503,6529470,28.93807613787949,1548,376,317009,NA,0.04855049491000035
ISR,Israel,376,2010,1956190,7346446,26.627705423819897,31046,376,333968,NA,0.04545980464567493
ISR,Israel,376,2015,2011727,7978496,25.214363709651543,44623,376,331326,NA,0.041527375585574025
ISR,Israel,376,2020,1953575,8655541,22.57022409113422,54611,376,358691,NA,0.041440621678067266
JOR,Jordan,400,1990,1146349,3565888,32.14764456987993,929482,400,313621,NA,0.08795032261248811
JOR,Jordan,400,1995,1537097,4588842,33.496402796173854,1250358,400,339026,NA,0.07388051277424675
JOR,Jordan,400,2000,1927845,5122495,37.63488300134993,1571234,400,368299,NA,0.07189836202865986
JOR,Jordan,400,2005,2198740,5765639,38.135235313900154,1845412,400,440788,NA,0.07645084959360099
JOR,Jordan,400,2010,2786853,7261541,38.37825882963409,2436807,400,602099,NA,0.08291614686194018
