name,country_code,year,pop,alpha3
China*,156,2020,1439323.774,CHN
"China, Hong Kong SAR*",344,1990,5727.942,HKG
"China, Hong Kong SAR*",344,1995,6084.234,HKG
"China, Hong Kong SAR*",344,2000,6606.328,HKG
"China, Hong Kong SAR*",344,2005,6769.579,HKG
"China, Hong Kong SAR*",344,2010,6966.324,HKG
"China, Hong Kong SAR*",344,2015,7185.992,HKG
"China, Hong Kong SAR*",344,2020,7496.988,HKG
"China, Macao SAR*",446,1990,343.816,MAC
"China, Macao SAR*",446,1995,385.517,MAC
"China, Macao SAR*",446,2000,427.772,MAC
"China, Macao SAR*",446,2005,482.863,MAC
"China, Macao SAR*",446,2010,538.215,MAC
"China, Macao SAR*",446,2015,602.093,MAC
"China, Macao SAR*",446,2020,649.342,MAC
"China, Taiwan Province of China*",158,1990,20478.516,TWN
"China, Taiwan Province of China*",158,1995,21356.025,TWN
"China, Taiwan Province of China*",158,2000,21966.528,TWN
"China, Taiwan Province of China*",158,2005,22705.719,TWN
"China, Taiwan Province of China*",158,2010,23187.556,TWN
"China, Taiwan Province of China*",158,2015,23557.473,TWN
"China, Taiwan Province of China*",158,2020,23816.775,TWN
Dem. People's Republic of Korea,408,1990,20293.057,PRK
Dem. People's Republic of Korea,408,1995,21862.3,PRK
Dem. People's Republic of Korea,408,2000,22929.078,PRK
Dem. People's Republic of Korea,408,2005,23904.167,PRK
Dem. People's Republic of Korea,408,2010,24548.84,PRK
Dem. People's Republic of Korea,408,2015,25183.832,PRK
Dem. People's Republic of Korea,408,2020,25778.815,PRK
Japan,392,1990,124505.243,JPN
Japan,392,1995,126365.486,JPN
Japan,392,2000,127524.168,JPN
Japan,392,2005,128326.115,JPN
Japan,392,2010,128542.349,JPN
Japan,392,2015,127985.139,JPN
Japan,392,2020,126476.458,JPN
Mongolia,496,1990,2184.139,MNG
Mongolia,496,1995,2298.017,MNG
Mongolia,496,2000,2397.417,MNG
Mongolia,496,2005,2526.429,MNG
Mongolia,496,2010,2719.902,MNG
Mongolia,496,2015,2998.433,MNG
Mongolia,496,2020,3278.292,MNG
Republic of Korea,410,1990,42918.416,KOR
Republic of Korea,410,1995,45292.521,KOR
Republic of Korea,410,2000,47379.237,KOR
Republic of Korea,410,2005,48701.069,KOR
Republic of Korea,410,2010,49545.638,KOR
Republic of Korea,410,2015,50823.087,KOR
Republic of Korea,410,2020,51269.183,KOR
South-Eastern Asia,920,1990,444464.194,NA
South-Eastern Asia,920,1995,485655.311,NA
South-Eastern Asia,920,2000,525007.925,NA
South-Eastern Asia,920,2005,561156.081,NA
South-Eastern Asia,920,2010,596947.246,NA
South-Eastern Asia,920,2015,634305.699,NA
South-Eastern Asia,920,2020,668619.854,NA
Brunei Darussalam,96,1990,258.714,BRN
Brunei Darussalam,96,1995,297.112,BRN
Brunei Darussalam,96,2000,333.166,BRN
Brunei Darussalam,96,2005,365.112,BRN
Brunei Darussalam,96,2010,388.634,BRN
Brunei Darussalam,96,2015,414.914,BRN
Brunei Darussalam,96,2020,437.483,BRN
Cambodia,116,1990,8975.597,KHM
Cambodia,116,1995,10656.145,KHM
Cambodia,116,2000,12155.241,KHM
Cambodia,116,2005,13273.355,KHM
Cambodia,116,2010,14312.205,KHM
Cambodia,116,2015,15521.435,KHM
Cambodia,116,2020,16718.971,KHM
Indonesia,360,1990,181413.398,IDN
Indonesia,360,1995,196934.257,IDN
Indonesia,360,2000,211513.822,IDN
Indonesia,360,2005,226289.468,IDN
Indonesia,360,2010,241834.226,IDN
Indonesia,360,2015,258383.257,IDN
Indonesia,360,2020,273523.621,IDN
Lao People's Democratic Republic,418,1990,4258.471,LAO
Lao People's Democratic Republic,418,1995,4846.477,LAO
Lao People's Democratic Republic,418,2000,5323.701,LAO
Lao People's Democratic Republic,418,2005,5751.675,LAO
Lao People's Democratic Republic,418,2010,6249.168,LAO
Lao People's Democratic Republic,418,2015,6741.16,LAO
Lao People's Democratic Republic,418,2020,7275.556,LAO
Malaysia*,458,1990,18029.824,MYS
Malaysia*,458,1995,20487.604,MYS
Malaysia*,458,2000,23194.252,MYS
Malaysia*,458,2005,25690.615,MYS
Malaysia*,458,2010,28208.028,MYS
Malaysia*,458,2015,30270.965,MYS
Malaysia*,458,2020,32365.998,MYS
Myanmar,104,1990,41335.188,MMR
Myanmar,104,1995,43901.598,MMR
Myanmar,104,2000,46719.698,MMR
Myanmar,104,2005,48949.931,MMR
Myanmar,104,2010,50600.827,MMR
Myanmar,104,2015,52680.724,MMR
Myanmar,104,2020,54409.794,MMR
Philippines,608,1990,61895.169,PHL
Philippines,608,1995,69784.087,PHL
Philippines,608,2000,77991.757,PHL
Philippines,608,2005,86326.251,PHL
Philippines,608,2010,93966.784,PHL
Philippines,608,2015,102113.206,PHL
Philippines,608,2020,109581.085,PHL
Singapore,702,1990,3012.968,SGP
Singapore,702,1995,3525.964,SGP
Singapore,702,2000,4028.872,SGP
Singapore,702,2005,4265.693,SGP
Singapore,702,2010,5131.17,SGP
Singapore,702,2015,5592.143,SGP
Singapore,702,2020,5850.343,SGP
Thailand,764,1990,56558.196,THA
Thailand,764,1995,59467.272,THA
Thailand,764,2000,62952.639,THA
Thailand,764,2005,65416.189,THA
Thailand,764,2010,67195.032,THA
Thailand,764,2015,68714.519,THA
Thailand,764,2020,69799.978,THA
Timor-Leste,626,1990,737.814,TLS
Timor-Leste,626,1995,844.333,TLS
Timor-Leste,626,2000,884.366,TLS
Timor-Leste,626,2005,995.13,TLS
Timor-Leste,626,2010,1093.517,TLS
Timor-Leste,626,2015,1196.294,TLS
Timor-Leste,626,2020,1318.442,TLS
Viet Nam,704,1990,67988.855,VNM
Viet Nam,704,1995,74910.462,VNM
Viet Nam,704,2000,79910.411,VNM
Viet Nam,704,2005,83832.662,VNM
Viet Nam,704,2010,87967.655,VNM
Viet Nam,704,2015,92677.082,VNM
Viet Nam,704,2020,97338.583,VNM
Southern Asia,5501,1990,1189861.406,NA
Southern Asia,5501,1995,1323030.438,NA
Southern Asia,5501,2000,1456569.462,NA
Southern Asia,5501,2005,1588623.891,NA
Southern Asia,5501,2010,1712555.446,NA
Southern Asia,5501,2015,1827847.299,NA
Southern Asia,5501,2020,1940369.605,NA
Afghanistan,4,1990,12412.311,AFG
Afghanistan,4,1995,18110.662,AFG
Afghanistan,4,2000,20779.957,AFG
Afghanistan,4,2005,25654.274,AFG
Afghanistan,4,2010,29185.511,AFG
Afghanistan,4,2015,34413.603,AFG
Afghanistan,4,2020,38928.341,AFG
Bangladesh,50,1990,103171.957,BGD
Bangladesh,50,1995,115169.933,BGD
Bangladesh,50,2000,127657.862,BGD
Bangladesh,50,2005,139035.505,BGD
Bangladesh,50,2010,147575.433,BGD
Bangladesh,50,2015,156256.287,BGD
Bangladesh,50,2020,164689.383,BGD
Bhutan,64,1990,530.801,BTN
Bhutan,64,1995,534.629,BTN
Bhutan,64,2000,591.014,BTN
Bhutan,64,2005,648.744,BTN
Bhutan,64,2010,685.502,BTN
Bhutan,64,2015,727.885,BTN
Bhutan,64,2020,771.612,BTN
India,356,1990,873277.799,IND
India,356,1995,963922.586,IND
India,356,2000,1056575.548,IND
India,356,2005,1147609.924,IND
India,356,2010,1234281.163,IND
India,356,2015,1310152.392,IND
India,356,2020,1380004.385,IND
Iran (Islamic Republic of),364,1990,56366.212,IRN
Iran (Islamic Republic of),364,1995,61442.658,IRN
Iran (Islamic Republic of),364,2000,65623.397,IRN
Iran (Islamic Republic of),364,2005,69762.345,IRN
Iran (Islamic Republic of),364,2010,73762.519,IRN
Iran (Islamic Republic of),364,2015,78492.208,IRN
Iran (Islamic Republic of),364,2020,83992.953,IRN
Maldives,462,1990,223.159,MDV
Maldives,462,1995,254.144,MDV
Maldives,462,2000,279.396,MDV
Maldives,462,2005,319.604,MDV
Maldives,462,2010,365.73,MDV
Maldives,462,2015,454.914,MDV
Maldives,462,2020,540.542,MDV
Nepal,524,1990,18905.48,NPL
Nepal,524,1995,21576.074,NPL
Nepal,524,2000,23941.099,NPL
Nepal,524,2005,25744.5,NPL
Nepal,524,2010,27013.207,NPL
Nepal,524,2015,27015.033,NPL
Nepal,524,2020,29136.808,NPL
Pakistan,586,1990,107647.918,PAK
Pakistan,586,1995,123776.835,PAK
Pakistan,586,2000,142343.583,PAK
Pakistan,586,2005,160304.007,PAK
Pakistan,586,2010,179424.643,PAK
Pakistan,586,2015,199426.953,PAK
Pakistan,586,2020,220892.331,PAK
Sri Lanka,144,1990,17325.769,LKA
Sri Lanka,144,1995,18242.917,LKA
Sri Lanka,144,2000,18777.606,LKA
Sri Lanka,144,2005,19544.988,LKA
Sri Lanka,144,2010,20261.738,LKA
Sri Lanka,144,2015,20908.024,LKA
Sri Lanka,144,2020,21413.25,LKA
Western Asia,922,1990,148315.61,NA
Western Asia,922,1995,166667.477,NA
Western Asia,922,2000,184558.822,NA
Western Asia,922,2005,205564.261,NA
Western Asia,922,2010,232426.517,NA
Western Asia,922,2015,257658.413,NA
Western Asia,922,2020,279636.774,NA
Armenia,51,1990,3538.164,ARM
Armenia,51,1995,3217.349,ARM
Armenia,51,2000,3069.597,ARM
Armenia,51,2005,2981.262,ARM
Armenia,51,2010,2877.314,ARM
Armenia,51,2015,2925.559,ARM
Armenia,51,2020,2963.234,ARM
Azerbaijan*,31,1990,7242.758,AZE
Azerbaijan*,31,1995,7775.418,AZE
Azerbaijan*,31,2000,8122.743,AZE
Azerbaijan*,31,2005,8538.61,AZE
Azerbaijan*,31,2010,9032.465,AZE
Azerbaijan*,31,2015,9622.741,AZE
Azerbaijan*,31,2020,10139.175,AZE
Bahrain,48,1990,495.927,BHR
Bahrain,48,1995,563.698,BHR
Bahrain,48,2000,664.61,BHR
Bahrain,48,2005,889.157,BHR
Bahrain,48,2010,1240.864,BHR
Bahrain,48,2015,1371.853,BHR
Bahrain,48,2020,1701.583,BHR
Cyprus*,196,1990,766.616,CYP
Cyprus*,196,1995,855.391,CYP
Cyprus*,196,2000,943.288,CYP
Cyprus*,196,2005,1027.657,CYP
Cyprus*,196,2010,1112.617,CYP
Cyprus*,196,2015,1160.987,CYP
Cyprus*,196,2020,1207.361,CYP
Georgia*,268,1990,5410.4,GEO
Georgia*,268,1995,4976.252,GEO
Georgia*,268,2000,4362.184,GEO
Georgia*,268,2005,4210.158,GEO
Georgia*,268,2010,4099.096,GEO
Georgia*,268,2015,4024.18,GEO
Georgia*,268,2020,3989.175,GEO
Iraq,368,1990,17419.113,IRQ
Iraq,368,1995,20149.342,IRQ
Iraq,368,2000,23497.589,IRQ
Iraq,368,2005,26922.279,IRQ
Iraq,368,2010,29741.977,IRQ
Iraq,368,2015,35572.269,IRQ
Iraq,368,2020,40222.503,IRQ
Israel,376,1990,4448.348,ISR
Israel,376,1995,5271.368,ISR
Israel,376,2000,5945.949,ISR
Israel,376,2005,6529.47,ISR
Israel,376,2010,7346.446,ISR
Israel,376,2015,7978.496,ISR
Israel,376,2020,8655.541,ISR
Jordan,400,1990,3565.888,JOR
Jordan,400,1995,4588.842,JOR
Jordan,400,2000,5122.495,JOR
Jordan,400,2005,5765.639,JOR
Jordan,400,2010,7261.541,JOR
Jordan,400,2015,9266.573,JOR
Jordan,400,2020,10203.14,JOR
Kuwait,414,1990,2095.35,KWT
Kuwait,414,1995,1605.907,KWT
Kuwait,414,2000,2045.123,KWT
Kuwait,414,2005,2270.196,KWT
Kuwait,414,2010,2991.884,KWT
Kuwait,414,2015,3835.588,KWT
Kuwait,414,2020,4270.563,KWT
Lebanon,422,1990,2803.032,LBN
Lebanon,422,1995,3528.379,LBN
Lebanon,422,2000,3842.774,LBN
Lebanon,422,2005,4698.761,LBN
Lebanon,422,2010,4953.064,LBN
Lebanon,422,2015,6532.681,LBN
Lebanon,422,2020,6825.442,LBN
Oman,512,1990,1812.158,OMN
Oman,512,1995,2204.267,OMN
Oman,512,2000,2267.973,OMN
Oman,512,2005,2511.254,OMN
Oman,512,2010,3041.435,OMN
Oman,512,2015,4267.341,OMN
Oman,512,2020,5106.622,OMN
Qatar,634,1990,476.275,QAT
Qatar,634,1995,513.447,QAT
Qatar,634,2000,592.467,QAT
Qatar,634,2005,865.41,QAT
Qatar,634,2010,1856.329,QAT
Qatar,634,2015,2565.708,QAT
Qatar,634,2020,2881.06,QAT
Saudi Arabia,682,1990,16233.786,SAU
Saudi Arabia,682,1995,18638.79,SAU
Saudi Arabia,682,2000,20663.84,SAU
Saudi Arabia,682,2005,23816.175,SAU
Saudi Arabia,682,2010,27421.468,SAU
Saudi Arabia,682,2015,31717.676,SAU
Saudi Arabia,682,2020,34813.867,SAU
State of Palestine*,275,1990,2101.445,PSE
State of Palestine*,275,1995,2618.671,PSE
State of Palestine*,275,2000,3224.009,PSE
State of Palestine*,275,2005,3577.956,PSE
State of Palestine*,275,2010,4055.632,PSE
State of Palestine*,275,2015,4529.16,PSE
State of Palestine*,275,2020,5101.416,PSE
Syrian Arab Republic,760,1990,12446.168,SYR
Syrian Arab Republic,760,1995,14345.491,SYR
Syrian Arab Republic,760,2000,16410.847,SYR
Syrian Arab Republic,760,2005,18361.178,SYR
Syrian Arab Republic,760,2010,21362.541,SYR
Syrian Arab Republic,760,2015,17997.411,SYR
Syrian Arab Republic,760,2020,17500.657,SYR
Turkey,792,1990,53921.758,TUR
Turkey,792,1995,58486.453,TUR
Turkey,792,2000,63240.196,TUR
Turkey,792,2005,67903.461,TUR
Turkey,792,2010,72326.992,TUR
Turkey,792,2015,78529.413,TUR
Turkey,792,2020,84339.067,TUR
United Arab Emirates,784,1990,1828.437,ARE
United Arab Emirates,784,1995,2415.099,ARE
United Arab Emirates,784,2000,3134.067,ARE
United Arab Emirates,784,2005,4588.222,ARE
United Arab Emirates,784,2010,8549.998,ARE
United Arab Emirates,784,2015,9262.896,ARE
United Arab Emirates,784,2020,9890.4,ARE
Yemen,887,1990,11709.987,YEM
Yemen,887,1995,14913.313,YEM
Yemen,887,2000,17409.071,YEM
Yemen,887,2005,20107.416,YEM
Yemen,887,2010,23154.854,YEM
Yemen,887,2015,26497.881,YEM
Yemen,887,2020,29825.968,YEM
EUROPE,908,1990,720858.411,NA
EUROPE,908,1995,726994.433,NA
EUROPE,908,2000,725558.028,NA
EUROPE,908,2005,729287.881,NA
EUROPE,908,2010,736412.998,NA
EUROPE,908,2015,743058.978,NA
EUROPE,908,2020,747636.045,NA
Eastern Europe,923,1990,309808.642,NA
Eastern Europe,923,1995,309435.124,NA
Eastern Europe,923,2000,303918.405,NA
Eastern Europe,923,2005,297500.556,NA
Eastern Europe,923,2010,294872.867,NA
Eastern Europe,923,2015,294390.75,NA
Eastern Europe,923,2020,293013.21,NA
Belarus,112,1990,10151.135,BLR
Belarus,112,1995,10077.606,BLR
Belarus,112,2000,9871.635,BLR
Belarus,112,2005,9562.083,BLR
Belarus,112,2010,9420.576,BLR
Belarus,112,2015,9439.424,BLR
Belarus,112,2020,9449.321,BLR
Bulgaria,100,1990,8841.466,BGR
Bulgaria,100,1995,8379.305,BGR
Bulgaria,100,2000,7997.951,BGR
Bulgaria,100,2005,7686.964,BGR
Bulgaria,100,2010,7425.011,BGR
Bulgaria,100,2015,7199.739,BGR
Bulgaria,100,2020,6948.445,BGR
Czechia,203,1990,10340.877,CZE
Czechia,203,1995,10358.19,CZE
Czechia,203,2000,10289.374,CZE
Czechia,203,2005,10258.165,CZE
Czechia,203,2010,10536.514,CZE
Czechia,203,2015,10601.39,CZE
Czechia,203,2020,10708.982,CZE
Hungary,348,1990,10377.135,HUN
Hungary,348,1995,10349.308,HUN
Hungary,348,2000,10220.509,HUN
Hungary,348,2005,10085.942,HUN
Hungary,348,2010,9927.38,HUN
Hungary,348,2015,9777.925,HUN
Hungary,348,2020,9660.35,HUN
Poland,616,1990,37960.193,POL
Poland,616,1995,38458.642,POL
Poland,616,2000,38556.699,POL
Poland,616,2005,38368.957,POL
Poland,616,2010,38329.784,POL
Poland,616,2015,38034.076,POL
Poland,616,2020,37846.605,POL
Republic of Moldova*,498,1990,4365.562,MDA
Republic of Moldova*,498,1995,4340.602,MDA
Republic of Moldova*,498,2000,4202.659,MDA
Republic of Moldova*,498,2005,4159.296,MDA
Republic of Moldova*,498,2010,4086.09,MDA
Republic of Moldova*,498,2015,4070.705,MDA
Republic of Moldova*,498,2020,4033.963,MDA
Romania,642,1990,23489.156,ROU
Romania,642,1995,22964.747,ROU
Romania,642,2000,22137.423,ROU
Romania,642,2005,21417.287,ROU
Romania,642,2010,20471.86,ROU
Romania,642,2015,19925.182,ROU
Romania,642,2020,19237.682,ROU
Russian Federation,643,1990,147531.562,RUS
Russian Federation,643,1995,148227.471,RUS
Russian Federation,643,2000,146404.89,RUS
Russian Federation,643,2005,143672.125,RUS
Russian Federation,643,2010,143479.273,RUS
Russian Federation,643,2015,144985.059,RUS
Russian Federation,643,2020,145934.46,RUS
Slovakia,703,1990,5288.455,SVK
Slovakia,703,1995,5375.47,SVK
Slovakia,703,2000,5399.207,SVK
Slovakia,703,2005,5398.962,SVK
Slovakia,703,2010,5404.293,SVK
Slovakia,703,2015,5435.614,SVK
Slovakia,703,2020,5459.643,SVK
Ukraine*,804,1990,51463.101,UKR
Ukraine*,804,1995,50903.783,UKR
Ukraine*,804,2000,48838.058,UKR
Ukraine*,804,2005,46890.775,UKR
Ukraine*,804,2010,45792.086,UKR
Ukraine*,804,2015,44921.636,UKR
Ukraine*,804,2020,43733.759,UKR
Northern Europe,924,1990,92036.273,NA
Northern Europe,924,1995,93176.744,NA
Northern Europe,924,2000,94454.223,NA
Northern Europe,924,2005,96307.37,NA
Northern Europe,924,2010,100398.301,NA
Northern Europe,924,2015,103518.956,NA
Northern Europe,924,2020,106261.271,NA
Channel Islands*,830,1990,140.677,NA
Channel Islands*,830,1995,143.48,NA
Channel Islands*,830,2000,148.439,NA
Channel Islands*,830,2005,151.674,NA
Channel Islands*,830,2010,159.718,NA
Channel Islands*,830,2015,165.387,NA
Channel Islands*,830,2020,173.859,NA
Denmark*,208,1990,5141.117,DNK
Denmark*,208,1995,5232.709,DNK
Denmark*,208,2000,5341.192,DNK
Denmark*,208,2005,5421.701,DNK
Denmark*,208,2010,5554.849,DNK
Denmark*,208,2015,5688.695,DNK
Denmark*,208,2020,5792.203,DNK
Estonia,233,1990,1565.246,EST
Estonia,233,1995,1433.026,EST
Estonia,233,2000,1399.111,EST
Estonia,233,2005,1355.65,EST
Estonia,233,2010,1332.103,EST
Estonia,233,2015,1315.33,EST
Estonia,233,2020,1326.539,EST
Faroe Islands*,234,1990,47.276,FRO
Faroe Islands*,234,1995,45.625,FRO
Faroe Islands*,234,2000,46.738,FRO
Faroe Islands*,234,2005,47.731,FRO
Faroe Islands*,234,2010,47.803,FRO
Faroe Islands*,234,2015,48.055,FRO
Faroe Islands*,234,2020,48.865,FRO
Finland*,246,1990,4996.22,FIN
Finland*,246,1995,5119.012,FIN
Finland*,246,2000,5187.953,FIN
Finland*,246,2005,5258.933,FIN
Finland*,246,2010,5365.784,FIN
Finland*,246,2015,5481.128,FIN
Finland*,246,2020,5540.718,FIN
Iceland,352,1990,255.044,ISL
Iceland,352,1995,267.627,ISL
Iceland,352,2000,280.439,ISL
Iceland,352,2005,294.976,ISL
Iceland,352,2010,320.342,ISL
Iceland,352,2015,330.237,ISL
Iceland,352,2020,341.25,ISL
Ireland,372,1990,3510.881,IRL
Ireland,372,1995,3592.18,IRL
Ireland,372,2000,3783.095,IRL
Ireland,372,2005,4141.218,IRL
Ireland,372,2010,4554.33,IRL
Ireland,372,2015,4652.42,IRL
Ireland,372,2020,4937.796,IRL
Isle of Man*,833,1990,70.292,IMN
Isle of Man*,833,1995,72.133,IMN
Isle of Man*,833,2000,76.942,IMN
Isle of Man*,833,2005,80.293,IMN
Isle of Man*,833,2010,84.856,IMN
Isle of Man*,833,2015,83.232,IMN
Isle of Man*,833,2020,85.032,IMN
Latvia,428,1990,2664.447,LVA
Latvia,428,1995,2508.476,LVA
Latvia,428,2000,2384.15,LVA
Latvia,428,2005,2251.996,LVA
Latvia,428,2010,2118.855,LVA
Latvia,428,2015,1997.675,LVA
Latvia,428,2020,1886.202,LVA
Lithuania,440,1990,3696.035,LTU
Lithuania,440,1995,3626.609,LTU
Lithuania,440,2000,3501.842,LTU
Lithuania,440,2005,3344.259,LTU
Lithuania,440,2010,3123.825,LTU
Lithuania,440,2015,2931.872,LTU
Lithuania,440,2020,2722.291,LTU
Norway*,578,1990,4247.286,NOR
Norway*,578,1995,4366.996,NOR
Norway*,578,2000,4499.375,NOR
Norway*,578,2005,4632.359,NOR
Norway*,578,2010,4885.878,NOR
Norway*,578,2015,5199.827,NOR
Norway*,578,2020,5421.242,NOR
Sweden,752,1990,8567.375,SWE
Sweden,752,1995,8836.421,SWE
Sweden,752,2000,8881.642,SWE
Sweden,752,2005,9038.627,SWE
Sweden,752,2010,9390.157,SWE
Sweden,752,2015,9764.949,SWE
Sweden,752,2020,10099.27,SWE
United Kingdom*,826,1990,57134.377,GBR
United Kingdom*,826,1995,57932.45,GBR
United Kingdom*,826,2000,58923.305,GBR
United Kingdom*,826,2005,60287.953,GBR
United Kingdom*,826,2010,63459.801,GBR
United Kingdom*,826,2015,65860.149,GBR
United Kingdom*,826,2020,67886.004,GBR
Southern Europe,925,1990,143503.834,NA
Southern Europe,925,1995,144332.477,NA
Southern Europe,925,2000,144846.713,NA
Southern Europe,925,2005,149676.168,NA
Southern Europe,925,2010,153015.518,NA
Southern Europe,925,2015,153064.873,NA
Southern Europe,925,2020,152215.243,NA
Albania,8,1990,3286.07,ALB
Albania,8,1995,3112.923,ALB
Albania,8,2000,3129.246,ALB
Albania,8,2005,3086.81,ALB
Albania,8,2010,2948.029,ALB
Albania,8,2015,2890.524,ALB
Albania,8,2020,2877.8,ALB
Andorra,20,1990,54.508,AND
Andorra,20,1995,63.86,AND
Andorra,20,2000,65.39,AND
Andorra,20,2005,78.871,AND
Andorra,20,2010,84.454,AND
Andorra,20,2015,77.993,AND
Andorra,20,2020,77.265,AND
Bosnia and Herzegovina,70,1990,4463.422,BIH
Bosnia and Herzegovina,70,1995,3829.049,BIH
Bosnia and Herzegovina,70,2000,3751.176,BIH
Bosnia and Herzegovina,70,2005,3765.332,BIH
Bosnia and Herzegovina,70,2010,3705.478,BIH
Bosnia and Herzegovina,70,2015,3429.362,BIH
Bosnia and Herzegovina,70,2020,3280.815,BIH
Croatia,191,1990,4776.37,HRV
Croatia,191,1995,4616.763,HRV
Croatia,191,2000,4428.075,HRV
Croatia,191,2005,4378.066,HRV
Croatia,191,2010,4328.163,HRV
Croatia,191,2015,4232.874,HRV
Croatia,191,2020,4105.268,HRV
Gibraltar*,292,1990,29.149,GIB
Gibraltar*,292,1995,28.688,GIB
Gibraltar*,292,2000,31.081,GIB
Gibraltar*,292,2005,33.222,GIB
Gibraltar*,292,2010,33.585,GIB
Gibraltar*,292,2015,33.742,GIB
Gibraltar*,292,2020,33.691,GIB
Greece,300,1990,10225.99,GRC
Greece,300,1995,10745.502,GRC
Greece,300,2000,11082.103,GRC
Greece,300,2005,11224.8,GRC
Greece,300,2010,10887.64,GRC
Greece,300,2015,10659.737,GRC
Greece,300,2020,10423.056,GRC
Holy See*,336,1990,0.762,VAT
Holy See*,336,1995,0.778,VAT
Holy See*,336,2000,0.79,VAT
Holy See*,336,2005,0.798,VAT
Holy See*,336,2010,0.783,VAT
Holy See*,336,2015,0.79,VAT
Holy See*,336,2020,0.809,VAT
Italy,380,1990,57048.237,ITA
Italy,380,1995,57174.412,ITA
Italy,380,2000,56692.178,ITA
Italy,380,2005,58281.209,ITA
Italy,380,2010,59325.232,ITA
Italy,380,2015,60578.489,ITA
Italy,380,2020,60461.828,ITA
Malta,470,1990,362.017,MLT
Malta,470,1995,376.893,MLT
Malta,470,2000,393.649,MLT
Malta,470,2005,404.659,MLT
Malta,470,2010,414.257,MLT
Malta,470,2015,433.559,MLT
Malta,470,2020,441.539,MLT
Montenegro,499,1990,615.004,MNE
Montenegro,499,1995,620.419,MNE
Montenegro,499,2000,613.558,MNE
Montenegro,499,2005,616.388,MNE
Montenegro,499,2010,624.279,MNE
Montenegro,499,2015,626.957,MNE
Montenegro,499,2020,628.062,MNE
North Macedonia,807,1990,1996.218,MKD
North Macedonia,807,1995,1983.259,MKD
North Macedonia,807,2000,2034.823,MKD
North Macedonia,807,2005,2060.28,MKD
North Macedonia,807,2010,2070.737,MKD
North Macedonia,807,2015,2079.335,MKD
North Macedonia,807,2020,2083.38,MKD
Portugal,620,1990,9895.358,PRT
Portugal,620,1995,10091.322,PRT
Portugal,620,2000,10297.117,PRT
Portugal,620,2005,10508.494,PRT
Portugal,620,2010,10596.055,PRT
Portugal,620,2015,10368.346,PRT
Portugal,620,2020,10196.707,PRT
San Marino,674,1990,24.124,SMR
San Marino,674,1995,25.925,SMR
San Marino,674,2000,27.46,SMR
San Marino,674,2005,29.324,SMR
San Marino,674,2010,31.221,SMR
San Marino,674,2015,33.27,SMR
San Marino,674,2020,33.938,SMR
Serbia*,688,1990,9517.677,SRB
Serbia*,688,1995,9884.145,SRB
Serbia*,688,2000,9487.612,SRB
Serbia*,688,2005,9193.818,SRB
Serbia*,688,2010,8991.258,SRB
Serbia*,688,2015,8876.777,SRB
Serbia*,688,2020,8737.37,SRB
Slovenia,705,1990,2006.404,SVN
Slovenia,705,1995,1991.126,SVN
Slovenia,705,2000,1987.71,SVN
Slovenia,705,2005,1994.979,SVN
Slovenia,705,2010,2043.336,SVN
Slovenia,705,2015,2071.199,SVN
Slovenia,705,2020,2078.932,SVN
Spain*,724,1990,39202.524,ESP
Spain*,724,1995,39787.413,ESP
Spain*,724,2000,40824.745,ESP
Spain*,724,2005,44019.118,ESP
Spain*,724,2010,46931.011,ESP
Spain*,724,2015,46671.919,ESP
Spain*,724,2020,46754.783,ESP
Western Europe,926,1990,175509.662,NA
Western Europe,926,1995,180050.088,NA
Western Europe,926,2000,182338.687,NA
Western Europe,926,2005,185803.787,NA
Western Europe,926,2010,188126.312,NA
Western Europe,926,2015,192084.399,NA
Western Europe,926,2020,196146.321,NA
Austria,40,1990,7723.954,AUT
Austria,40,1995,7990.113,AUT
Austria,40,2000,8069.276,AUT
Austria,40,2005,8253.656,AUT
Austria,40,2010,8409.945,AUT
Austria,40,2015,8678.667,AUT
Austria,40,2020,9006.4,AUT
Belgium,56,1990,10006.545,BEL
Belgium,56,1995,10186.304,BEL
Belgium,56,2000,10282.046,BEL
Belgium,56,2005,10546.885,BEL
Belgium,56,2010,10938.735,BEL
Belgium,56,2015,11287.931,BEL
Belgium,56,2020,11589.616,BEL
France*,250,1990,56666.861,FRA
France*,250,1995,57801.887,FRA
France*,250,2000,59015.092,FRA
France*,250,2005,61120.128,FRA
France*,250,2010,62879.535,FRA
France*,250,2015,64453.194,FRA
France*,250,2020,65273.512,FRA
Germany,276,1990,79053.984,DEU
Germany,276,1995,81138.653,DEU
Germany,276,2000,81400.883,DEU
Germany,276,2005,81602.739,DEU
Germany,276,2010,80827.001,DEU
Germany,276,2015,81787.411,DEU
Germany,276,2020,83783.945,DEU
Liechtenstein,438,1990,28.79,LIE
Liechtenstein,438,1995,30.884,LIE
Liechtenstein,438,2000,33.184,LIE
Liechtenstein,438,2005,34.718,LIE
Liechtenstein,438,2010,35.996,LIE
Liechtenstein,438,2015,37.465,LIE
Liechtenstein,438,2020,38.137,LIE
Luxembourg,442,1990,381.78,LUX
Luxembourg,442,1995,408.145,LUX
Luxembourg,442,2000,436.106,LUX
Luxembourg,442,2005,457.848,LUX
Luxembourg,442,2010,507.89,LUX
Luxembourg,442,2015,566.741,LUX
Luxembourg,442,2020,625.976,LUX
Monaco,492,1990,29.433,MCO
Monaco,492,1995,30.731,MCO
