year,orig,dest,refugees,asylum_seekers
2020,MEX,BEL,0,5
1998,MLI,BEL,5,0
1999,MLI,BEL,5,0
2000,MLI,BEL,5,0
2005,MLI,BEL,0,10
2006,MLI,BEL,0,5
2008,MLI,BEL,5,0
2009,MLI,BEL,5,0
2010,MLI,BEL,5,0
2011,MLI,BEL,9,19
2012,MLI,BEL,11,95
2013,MLI,BEL,17,143
2014,MLI,BEL,44,64
2015,MLI,BEL,62,47
2016,MLI,BEL,61,56
2017,MLI,BEL,61,55
2018,MLI,BEL,61,65
2020,MLI,BEL,99,52
2005,MWI,BEL,0,5
2006,MWI,BEL,0,5
2003,MNG,BEL,0,10
2004,MNG,BEL,0,5
2005,MNG,BEL,0,10
2006,MNG,BEL,0,5
2011,MNG,BEL,0,36
2012,MNG,BEL,0,33
2013,MNG,BEL,5,13
2014,MNG,BEL,5,10
2015,MNG,BEL,0,15
2016,MNG,BEL,0,5
2017,MNG,BEL,0,5
2018,MNG,BEL,0,10
2020,MNG,BEL,0,5
1998,MAR,BEL,21,0
1999,MAR,BEL,21,0
2000,MAR,BEL,21,0
2001,MAR,BEL,15,0
2002,MAR,BEL,10,0
2003,MAR,BEL,8,5
2004,MAR,BEL,8,15
2005,MAR,BEL,7,30
2006,MAR,BEL,8,22
2007,MAR,BEL,9,0
2008,MAR,BEL,9,0
2009,MAR,BEL,14,0
2010,MAR,BEL,16,0
2011,MAR,BEL,17,42
2012,MAR,BEL,18,70
2013,MAR,BEL,27,56
2014,MAR,BEL,37,62
2015,MAR,BEL,61,88
2016,MAR,BEL,70,113
2017,MAR,BEL,70,130
2018,MAR,BEL,70,165
2020,MAR,BEL,145,109
2011,MNE,BEL,0,41
2015,MNE,BEL,0,5
2016,MNE,BEL,0,5
2017,MNE,BEL,0,5
2018,MNE,BEL,0,5
2020,MNE,BEL,11,0
2012,MUS,BEL,0,5
2013,MUS,BEL,0,5
1998,MMR,BEL,5,0
1999,MMR,BEL,5,0
2000,MMR,BEL,5,0
2001,MMR,BEL,5,0
2002,MMR,BEL,5,0
2004,MMR,BEL,5,5
2005,MMR,BEL,9,25
2006,MMR,BEL,5,5
2007,MMR,BEL,5,0
2008,MMR,BEL,12,0
2009,MMR,BEL,9,0
2010,MMR,BEL,11,0
2011,MMR,BEL,18,5
2012,MMR,BEL,17,21
2013,MMR,BEL,18,32
2014,MMR,BEL,15,17
2015,MMR,BEL,10,10
2016,MMR,BEL,9,0
2017,MMR,BEL,9,0
2018,MMR,BEL,9,0
2020,MMR,BEL,8,0
2018,NAM,BEL,0,5
2003,NPL,BEL,5,19
2004,NPL,BEL,6,112
2005,NPL,BEL,23,440
2006,NPL,BEL,26,250
2007,NPL,BEL,31,0
2008,NPL,BEL,24,0
2009,NPL,BEL,25,0
2010,NPL,BEL,19,0
2011,NPL,BEL,17,446
2012,NPL,BEL,13,381
2013,NPL,BEL,12,71
2014,NPL,BEL,15,17
2015,NPL,BEL,13,37
2016,NPL,BEL,13,32
2017,NPL,BEL,13,20
2018,NPL,BEL,13,5
2020,NPL,BEL,8,5
2013,NLD,BEL,5,0
2014,NLD,BEL,5,0
2003,NER,BEL,0,32
2004,NER,BEL,5,46
2005,NER,BEL,5,275
2006,NER,BEL,12,240
2007,NER,BEL,12,0
2008,NER,BEL,22,0
2009,NER,BEL,31,0
2010,NER,BEL,15,0
2011,NER,BEL,54,52
2012,NER,BEL,50,70
2013,NER,BEL,45,32
2014,NER,BEL,67,68
2015,NER,BEL,83,71
2016,NER,BEL,91,70
2017,NER,BEL,91,60
2018,NER,BEL,91,115
2020,NER,BEL,131,68
1998,NIC,BEL,5,0
1999,NIC,BEL,5,0
2000,NIC,BEL,5,0
2011,NIC,BEL,0,5
2018,NIC,BEL,0,35
2020,NIC,BEL,9,17
1998,NGA,BEL,6,0
1999,NGA,BEL,6,0
2000,NGA,BEL,5,0
2001,NGA,BEL,5,0
2004,NGA,BEL,0,5
2005,NGA,BEL,0,54
2006,NGA,BEL,5,40
2007,NGA,BEL,7,0
2008,NGA,BEL,10,0
2009,NGA,BEL,13,0
2010,NGA,BEL,37,0
2011,NGA,BEL,17,49
2012,NGA,BEL,19,41
2013,NGA,BEL,23,24
2014,NGA,BEL,28,46
2015,NGA,BEL,37,65
2016,NGA,BEL,43,64
2017,NGA,BEL,43,70
2018,NGA,BEL,43,85
2020,NGA,BEL,66,63
1996,PAK,BEL,116,0
1997,PAK,BEL,116,0
1998,PAK,BEL,135,0
1999,PAK,BEL,196,0
2000,PAK,BEL,210,0
2001,PAK,BEL,78,0
2002,PAK,BEL,42,0
2003,PAK,BEL,26,5
2004,PAK,BEL,44,163
2005,PAK,BEL,74,158
2006,PAK,BEL,72,94
2007,PAK,BEL,55,0
2008,PAK,BEL,56,0
2009,PAK,BEL,55,0
2010,PAK,BEL,45,0
2011,PAK,BEL,41,788
2012,PAK,BEL,39,919
2013,PAK,BEL,77,340
2014,PAK,BEL,130,154
2015,PAK,BEL,188,168
2016,PAK,BEL,222,161
2017,PAK,BEL,222,155
2018,PAK,BEL,222,115
2020,PAK,BEL,325,34
1998,PER,BEL,65,0
1999,PER,BEL,71,0
2000,PER,BEL,70,0
2001,PER,BEL,25,0
2002,PER,BEL,14,0
2003,PER,BEL,10,0
2004,PER,BEL,5,5
2005,PER,BEL,5,0
2007,PER,BEL,5,0
2008,PER,BEL,5,0
2009,PER,BEL,5,0
2010,PER,BEL,5,0
2011,PER,BEL,5,0
2012,PER,BEL,5,0
2013,PER,BEL,5,0
2014,PER,BEL,5,0
2015,PER,BEL,5,0
2017,PER,BEL,0,5
2018,PER,BEL,0,10
2020,PER,BEL,0,5
2016,PHL,BEL,0,5
2017,PHL,BEL,0,5
1996,POL,BEL,4466,0
1997,POL,BEL,4466,0
1998,POL,BEL,21,0
1999,POL,BEL,15,0
2000,POL,BEL,6,0
2001,POL,BEL,751,0
2002,POL,BEL,669,0
2003,POL,BEL,595,0
2004,POL,BEL,525,0
2005,POL,BEL,484,0
2006,POL,BEL,432,5
2007,POL,BEL,377,0
2008,POL,BEL,335,0
2009,POL,BEL,302,0
2010,POL,BEL,274,0
2011,POL,BEL,244,0
2012,POL,BEL,220,0
2013,POL,BEL,65,0
2014,POL,BEL,62,0
2015,POL,BEL,167,0
2016,POL,BEL,154,0
2017,POL,BEL,154,0
2018,POL,BEL,154,0
2020,POL,BEL,117,0
1996,PRT,BEL,192,0
1997,PRT,BEL,192,0
1996,ROU,BEL,672,0
1997,ROU,BEL,672,0
1998,ROU,BEL,371,0
1999,ROU,BEL,338,0
2000,ROU,BEL,314,0
2001,ROU,BEL,63,0
2002,ROU,BEL,57,0
2003,ROU,BEL,48,28
2004,ROU,BEL,47,26
2005,ROU,BEL,62,38
2006,ROU,BEL,57,29
2007,ROU,BEL,57,0
2008,ROU,BEL,50,0
2009,ROU,BEL,45,0
2010,ROU,BEL,40,0
2011,ROU,BEL,40,0
2012,ROU,BEL,38,0
2013,ROU,BEL,25,0
2014,ROU,BEL,23,0
2015,ROU,BEL,41,0
2016,ROU,BEL,38,5
2017,ROU,BEL,38,20
2018,ROU,BEL,38,10
2020,ROU,BEL,37,0
2001,ZAF,BEL,5,0
2004,ZAF,BEL,0,330
2015,ZAF,BEL,5,0
2016,ZAF,BEL,5,0
2017,ZAF,BEL,5,5
2018,ZAF,BEL,5,5
2020,ZAF,BEL,5,0
1996,RUS,BEL,1013,0
1997,RUS,BEL,1013,0
1998,RUS,BEL,41,0
1999,RUS,BEL,39,0
2000,RUS,BEL,35,0
2001,RUS,BEL,107,0
2002,RUS,BEL,112,0
2003,RUS,BEL,168,330
2004,RUS,BEL,1081,920
2005,RUS,BEL,3899,1614
2006,RUS,BEL,5425,730
2007,RUS,BEL,5150,0
2008,RUS,BEL,3981,0
2009,RUS,BEL,3428,0
2010,RUS,BEL,2964,0
2011,RUS,BEL,2894,908
2012,RUS,BEL,2661,562
2013,RUS,BEL,2177,446
2014,RUS,BEL,2193,649
2015,RUS,BEL,2733,541
2016,RUS,BEL,2558,550
2017,RUS,BEL,2558,825
2018,RUS,BEL,2558,665
2020,RUS,BEL,2772,223
1996,RWA,BEL,1041,0
1997,RWA,BEL,1041,0
1998,RWA,BEL,1603,0
1999,RWA,BEL,2108,0
2000,RWA,BEL,2544,0
2001,RWA,BEL,2094,0
2002,RWA,BEL,1661,0
2003,RWA,BEL,1591,162
2004,RWA,BEL,1795,293
2005,RWA,BEL,1929,1281
2006,RWA,BEL,1833,758
2007,RWA,BEL,1350,0
2008,RWA,BEL,1108,0
2009,RWA,BEL,1046,0
2010,RWA,BEL,981,0
2011,RWA,BEL,1026,290
2012,RWA,BEL,966,283
2013,RWA,BEL,798,298
2014,RWA,BEL,873,333
2015,RWA,BEL,897,324
2016,RWA,BEL,803,427
2017,RWA,BEL,803,420
2018,RWA,BEL,803,370
2020,RWA,BEL,864,255
1998,SLV,BEL,5,0
2011,SLV,BEL,0,10
2012,SLV,BEL,0,19
2013,SLV,BEL,13,36
2014,SLV,BEL,15,48
2015,SLV,BEL,6,22
2016,SLV,BEL,7,93
2017,SLV,BEL,7,205
2018,SLV,BEL,7,145
2020,SLV,BEL,389,162
2016,SAU,BEL,5,0
2017,SAU,BEL,5,0
2018,SAU,BEL,5,0
2020,SAU,BEL,8,0
1996,SRB,BEL,1815,0
1997,SRB,BEL,1815,0
1998,SRB,BEL,811,0
1999,SRB,BEL,849,0
2000,SRB,BEL,891,0
2001,SRB,BEL,977,0
2002,SRB,BEL,1293,0
2003,SRB,BEL,1750,166
2004,SRB,BEL,1872,267
2005,SRB,BEL,1889,689
2006,SRB,BEL,1606,294
2007,SRB,BEL,1320,0
2008,SRB,BEL,1172,0
2009,SRB,BEL,1059,0
2010,SRB,BEL,1040,0
2011,SRB,BEL,1066,1050
2012,SRB,BEL,983,34
2013,SRB,BEL,822,62
2014,SRB,BEL,686,258
2015,SRB,BEL,92,224
2016,SRB,BEL,155,134
2017,SRB,BEL,155,310
2018,SRB,BEL,155,290
2020,SRB,BEL,308,104
1998,SEN,BEL,8,0
1999,SEN,BEL,8,0
2000,SEN,BEL,9,0
2001,SEN,BEL,5,0
2002,SEN,BEL,5,0
2003,SEN,BEL,5,0
2004,SEN,BEL,5,0
2005,SEN,BEL,5,25
2006,SEN,BEL,6,14
2007,SEN,BEL,11,0
2008,SEN,BEL,20,0
2009,SEN,BEL,35,0
2010,SEN,BEL,75,0
2011,SEN,BEL,182,93
2012,SEN,BEL,209,349
2013,SEN,BEL,293,177
2014,SEN,BEL,345,252
2015,SEN,BEL,404,188
2016,SEN,BEL,435,145
2017,SEN,BEL,435,210
2018,SEN,BEL,435,245
2020,SEN,BEL,431,174
1998,SLE,BEL,8,0
1999,SLE,BEL,11,0
2000,SLE,BEL,22,0
2001,SLE,BEL,18,0
2002,SLE,BEL,13,0
2003,SLE,BEL,10,5
2004,SLE,BEL,9,17
2005,SLE,BEL,5,127
2006,SLE,BEL,16,51
2007,SLE,BEL,17,0
2008,SLE,BEL,25,0
2009,SLE,BEL,34,0
2010,SLE,BEL,30,0
2011,SLE,BEL,40,40
2012,SLE,BEL,34,56
2013,SLE,BEL,29,19
2014,SLE,BEL,37,24
2015,SLE,BEL,30,10
2016,SLE,BEL,26,17
2017,SLE,BEL,26,35
2018,SLE,BEL,26,40
2020,SLE,BEL,27,32
1996,SOM,BEL,151,0
1997,SOM,BEL,151,0
1998,SOM,BEL,210,0
1999,SOM,BEL,238,0
2000,SOM,BEL,263,0
2001,SOM,BEL,187,0
2002,SOM,BEL,160,0
2003,SOM,BEL,163,5
2004,SOM,BEL,119,12
2005,SOM,BEL,108,99
2006,SOM,BEL,111,58
2007,SOM,BEL,94,0
2008,SOM,BEL,89,0
2009,SOM,BEL,98,0
2010,SOM,BEL,117,0
2011,SOM,BEL,247,184
2012,SOM,BEL,288,288
2013,SOM,BEL,559,238
2014,SOM,BEL,625,282
2015,SOM,BEL,648,1228
2016,SOM,BEL,1280,890
2017,SOM,BEL,1280,365
2018,SOM,BEL,1280,370
2020,SOM,BEL,2097,310
1996,ESP,BEL,159,0
1997,ESP,BEL,159,0
2002,ESP,BEL,5,0
2003,ESP,BEL,5,0
2004,ESP,BEL,5,0
2005,ESP,BEL,5,0
2006,ESP,BEL,5,0
2007,ESP,BEL,7,0
2008,ESP,BEL,5,0
2009,ESP,BEL,5,0
2010,ESP,BEL,5,0
2011,ESP,BEL,5,0
2012,ESP,BEL,5,0
1996,VNM,BEL,3090,0
1997,VNM,BEL,3090,0
1998,VNM,BEL,412,0
1999,VNM,BEL,312,0
2000,VNM,BEL,212,0
2001,VNM,BEL,256,0
2002,VNM,BEL,170,0
2003,VNM,BEL,144,0
2004,VNM,BEL,130,0
2005,VNM,BEL,98,10
2006,VNM,BEL,88,5
2007,VNM,BEL,80,0
2008,VNM,BEL,71,0
2009,VNM,BEL,64,0
2010,VNM,BEL,59,0
2011,VNM,BEL,52,5
2012,VNM,BEL,48,5
2013,VNM,BEL,15,5
2014,VNM,BEL,16,0
2015,VNM,BEL,42,0
2016,VNM,BEL,40,0
2017,VNM,BEL,40,5
2018,VNM,BEL,40,5
2020,VNM,BEL,30,0
1998,SDN,BEL,21,0
1999,SDN,BEL,22,0
2000,SDN,BEL,19,0
2001,SDN,BEL,14,0
2002,SDN,BEL,16,0
2003,SDN,BEL,11,29
2004,SDN,BEL,13,37
2005,SDN,BEL,33,135
2006,SDN,BEL,49,90
2007,SDN,BEL,39,0
2008,SDN,BEL,47,0
2009,SDN,BEL,48,0
2010,SDN,BEL,63,0
2011,SDN,BEL,65,58
2012,SDN,BEL,64,42
2013,SDN,BEL,129,46
2014,SDN,BEL,135,122
2015,SDN,BEL,123,115
2016,SDN,BEL,174,91
2017,SDN,BEL,174,75
2018,SDN,BEL,174,210
2020,SDN,BEL,265,131
2012,SUR,BEL,0,10
2015,SUR,BEL,0,5
2016,SUR,BEL,0,10
2017,SUR,BEL,0,5
2018,SUR,BEL,0,5
2016,SSD,BEL,0,5
2017,SSD,BEL,0,5
2018,SSD,BEL,0,5
2020,SSD,BEL,5,5
1998,SVK,BEL,5,0
1999,SVK,BEL,5,0
2003,SVK,BEL,0,5
2004,SVK,BEL,0,5
2005,SVK,BEL,0,10
2006,SVK,BEL,0,5
2015,SVK,BEL,0,21
2017,SVK,BEL,0,15
2018,SVK,BEL,0,5
2001,SVN,BEL,7,0
1996,SYR,BEL,238,0
1997,SYR,BEL,238,0
1998,SYR,BEL,105,0
1999,SYR,BEL,103,0
2000,SYR,BEL,102,0
2001,SYR,BEL,47,0
2002,SYR,BEL,31,0
2003,SYR,BEL,19,170
2004,SYR,BEL,80,253
2005,SYR,BEL,115,409
2006,SYR,BEL,100,153
2007,SYR,BEL,114,0
2008,SYR,BEL,152,0
2009,SYR,BEL,177,0
2010,SYR,BEL,229,0
2011,SYR,BEL,312,666
2012,SYR,BEL,355,938
2013,SYR,BEL,1987,378
2014,SYR,BEL,2620,732
2015,SYR,BEL,4239,3869
2016,SYR,BEL,9080,1798
2017,SYR,BEL,9080,1665
2018,SYR,BEL,9080,2005
2020,SYR,BEL,16604,1019
2005,TZA,BEL,5,5
2006,TZA,BEL,5,0
2007,TZA,BEL,5,0
2008,TZA,BEL,10,0
2009,TZA,BEL,14,0
2010,TZA,BEL,28,0
2011,TZA,BEL,45,51
2012,TZA,BEL,43,31
2013,TZA,BEL,55,23
2014,TZA,BEL,58,24
2015,TZA,BEL,62,5
2016,TZA,BEL,50,10
2017,TZA,BEL,50,25
2018,TZA,BEL,50,30
2020,TZA,BEL,57,26
2004,TJK,BEL,0,5
2005,TJK,BEL,0,10
2006,TJK,BEL,0,5
2011,TJK,BEL,0,10
2012,TJK,BEL,0,10
2013,TJK,BEL,5,5
2014,TJK,BEL,5,10
2015,TJK,BEL,13,5
2016,TJK,BEL,10,5
2017,TJK,BEL,10,5
2018,TJK,BEL,10,5
2020,TJK,BEL,13,0
2004,TKM,BEL,0,5
2005,TKM,BEL,0,5
2006,TKM,BEL,0,5
2011,TKM,BEL,0,5
2012,TKM,BEL,0,5
2013,TKM,BEL,0,5
2015,TKM,BEL,5,0
2016,TKM,BEL,5,0
2017,TKM,BEL,5,0
2018,TKM,BEL,5,5
2020,TKM,BEL,5,0
1998,TGO,BEL,101,0
1999,TGO,BEL,107,0
2000,TGO,BEL,107,0
2001,TGO,BEL,40,0
2002,TGO,BEL,25,0
2003,TGO,BEL,20,126
2004,TGO,BEL,19,157
2005,TGO,BEL,47,748
2006,TGO,BEL,84,732
2007,TGO,BEL,101,0
2008,TGO,BEL,112,0
2009,TGO,BEL,112,0
2010,TGO,BEL,123,0
2011,TGO,BEL,132,240
2012,TGO,BEL,115,272
2013,TGO,BEL,143,104
2014,TGO,BEL,167,107
2015,TGO,BEL,174,84
2016,TGO,BEL,176,87
2017,TGO,BEL,176,105
2018,TGO,BEL,176,110
2020,TGO,BEL,191,40
1998,TUN,BEL,11,0
1999,TUN,BEL,10,0
2000,TUN,BEL,10,0
2001,TUN,BEL,13,0
2002,TUN,BEL,12,0
2003,TUN,BEL,11,0
2004,TUN,BEL,13,0
2005,TUN,BEL,21,10
2006,TUN,BEL,13,5
2007,TUN,BEL,24,0
2008,TUN,BEL,16,0
2009,TUN,BEL,17,0
2010,TUN,BEL,11,0
2011,TUN,BEL,11,20
2012,TUN,BEL,11,43
2013,TUN,BEL,5,32
2014,TUN,BEL,16,22
2015,TUN,BEL,30,22
2016,TUN,BEL,37,28
2017,TUN,BEL,37,30
2018,TUN,BEL,37,35
2020,TUN,BEL,54,24
1996,TUR,BEL,4907,0
1997,TUR,BEL,4907,0
1998,TUR,BEL,1744,0
1999,TUR,BEL,1758,0
2000,TUR,BEL,1732,0
2001,TUR,BEL,1177,0
2002,TUR,BEL,739,0
2003,TUR,BEL,580,404
2004,TUR,BEL,519,442
2005,TUR,BEL,468,599
2006,TUR,BEL,463,374
2007,TUR,BEL,421,0
2008,TUR,BEL,437,0
2009,TUR,BEL,471,0
2010,TUR,BEL,510,0
2011,TUR,BEL,512,274
2012,TUR,BEL,514,430
2013,TUR,BEL,472,302
2014,TUR,BEL,504,228
2015,TUR,BEL,627,304
2016,TUR,BEL,587,822
2017,TUR,BEL,587,715
2018,TUR,BEL,587,810
2020,TUR,BEL,2007,443
2013,ARE,BEL,0,5
2015,ARE,BEL,0,5
2020,ARE,BEL,5,0
1998,UGA,BEL,11,0
1999,UGA,BEL,11,0
2000,UGA,BEL,10,0
2001,UGA,BEL,6,0
2005,UGA,BEL,0,15
2006,UGA,BEL,7,10
2007,UGA,BEL,8,0
2008,UGA,BEL,8,0
2009,UGA,BEL,9,0
2010,UGA,BEL,13,0
2011,UGA,BEL,16,18
2012,UGA,BEL,19,24
2013,UGA,BEL,18,28
2014,UGA,BEL,23,15
2015,UGA,BEL,27,5
2016,UGA,BEL,20,15
2017,UGA,BEL,20,10
2018,UGA,BEL,20,5
2020,UGA,BEL,23,5
1996,UKR,BEL,898,0
1997,UKR,BEL,898,0
1998,UKR,BEL,23,0
1999,UKR,BEL,23,0
2000,UKR,BEL,23,0
2001,UKR,BEL,188,0
2002,UKR,BEL,173,0
2003,UKR,BEL,152,39
2004,UKR,BEL,144,52
2005,UKR,BEL,138,112
2006,UKR,BEL,126,42
2007,UKR,BEL,109,0
2008,UKR,BEL,100,0
2009,UKR,BEL,89,0
2010,UKR,BEL,86,0
2011,UKR,BEL,84,54
2012,UKR,BEL,85,32
2013,UKR,BEL,33,22
2014,UKR,BEL,33,269
2015,UKR,BEL,122,234
2016,UKR,BEL,166,220
2017,UKR,BEL,166,195
2018,UKR,BEL,166,185
2020,UKR,BEL,254,105
2002,URY,BEL,5,0
2003,URY,BEL,5,0
2004,URY,BEL,5,0
2005,URY,BEL,5,0
2006,URY,BEL,5,0
2007,URY,BEL,5,0
2010,URY,BEL,5,0
2011,URY,BEL,5,0
2011,USA,BEL,0,5
2013,USA,BEL,5,0
2014,USA,BEL,5,0
2017,USA,BEL,0,5
2018,USA,BEL,0,10
2020,USA,BEL,0,5
2002,UZB,BEL,9,0
2003,UZB,BEL,21,21
2004,UZB,BEL,41,83
2005,UZB,BEL,34,159
2006,UZB,BEL,36,62
2007,UZB,BEL,36,0
2008,UZB,BEL,33,0
2009,UZB,BEL,36,0
2010,UZB,BEL,33,0
2011,UZB,BEL,32,26
2012,UZB,BEL,18,23
2013,UZB,BEL,23,22
2014,UZB,BEL,25,13
2015,UZB,BEL,22,21
2016,UZB,BEL,32,15
2017,UZB,BEL,32,15
2018,UZB,BEL,32,5
2020,UZB,BEL,40,5
2014,VEN,BEL,5,10
2015,VEN,BEL,6,21
2016,VEN,BEL,6,50
2017,VEN,BEL,6,220
2018,VEN,BEL,6,385
2020,VEN,BEL,273,322
2004,YEM,BEL,0,5
2005,YEM,BEL,9,20
2006,YEM,BEL,16,0
2007,YEM,BEL,12,0
2008,YEM,BEL,5,0
2009,YEM,BEL,5,0
2010,YEM,BEL,5,0
2011,YEM,BEL,5,10
2012,YEM,BEL,5,18
2013,YEM,BEL,6,26
2014,YEM,BEL,7,19
2015,YEM,BEL,27,10
2016,YEM,BEL,24,21
2017,YEM,BEL,24,5
2018,YEM,BEL,24,95
2020,YEM,BEL,51,55
2005,ZWE,BEL,0,10
2006,ZWE,BEL,0,5
2013,ZWE,BEL,5,0
2014,ZWE,BEL,6,0
2015,ZWE,BEL,0,5
2017,ZWE,BEL,0,5
2018,ZWE,BEL,0,5
1998,XXA,BEL,10,0
2002,XXA,BEL,322,0
2003,XXA,BEL,309,0
2004,XXA,BEL,338,0
2005,XXA,BEL,366,5
2006,XXA,BEL,13,0
2007,XXA,BEL,13,0
2008,XXA,BEL,0,0
2009,XXA,BEL,0,0
2010,XXA,BEL,0,0
2011,XXA,BEL,0,5
2012,XXA,BEL,0,12
2013,XXA,BEL,16,19
2014,XXA,BEL,31,26
2015,XXA,BEL,0,17
2016,XXA,BEL,0,31
2017,XXA,BEL,0,15
2018,XXA,BEL,0,0
2020,XXA,BEL,261,15
2005,TIB,BEL,7,0
2006,TIB,BEL,16,0
2007,TIB,BEL,17,0
2008,TIB,BEL,17,0
2009,TIB,BEL,15,0
2010,TIB,BEL,16,0
1995,,BEL,31691,0
1996,,BEL,7022,0
1997,,BEL,7022,0
1998,,BEL,4131,0
1999,,BEL,4407,0
2000,,BEL,5779,46240
2001,,BEL,1139,664
2002,,BEL,3069,20027
2003,,BEL,2959,18500
2004,,BEL,2783,15883
2005,,BEL,1270,153
2006,,BEL,1710,4518
2007,,BEL,3405,15247
2008,,BEL,4274,14261
2009,,BEL,2681,18233
2010,,BEL,4478,18288
2011,,BEL,7060,2311
2012,,BEL,5326,1606
2013,,BEL,2435,3257
2014,,BEL,3009,677
2015,,BEL,8345,18310
2016,,BEL,7503,4295
2017,,BEL,7503,445
2018,,BEL,7503,460
2020,,BEL,6083,784
1997,DZA,BEN,5,0
1998,DZA,BEN,6,0
1999,DZA,BEN,7,0
2000,DZA,BEN,7,0
2001,DZA,BEN,7,5
2002,DZA,BEN,7,5
2003,DZA,BEN,7,5
2004,DZA,BEN,7,0
2005,DZA,BEN,7,0
2000,AGO,BEN,5,0
2001,AGO,BEN,5,0
2002,AGO,BEN,5,0
2003,AGO,BEN,5,0
2004,AGO,BEN,5,10
2005,AGO,BEN,7,5
2006,AGO,BEN,5,0
2007,AGO,BEN,5,0
2008,AGO,BEN,5,0
2009,AGO,BEN,5,0
2010,AGO,BEN,5,0
2011,AGO,BEN,5,0
1995,BDI,BEN,11,0
1996,BDI,BEN,29,0
1997,BDI,BEN,38,0
1998,BDI,BEN,59,0
1999,BDI,BEN,95,0
2000,BDI,BEN,111,0
2001,BDI,BEN,132,0
2002,BDI,BEN,134,0
2003,BDI,BEN,132,0
2004,BDI,BEN,118,0
2005,BDI,BEN,110,5
2006,BDI,BEN,46,0
2007,BDI,BEN,37,0
2008,BDI,BEN,35,0
2009,BDI,BEN,33,0
2010,BDI,BEN,23,0
2011,BDI,BEN,18,0
2012,BDI,BEN,14,0
2017,BDI,BEN,5,0
2018,BDI,BEN,5,0
2020,BDI,BEN,7,0
1997,BFA,BEN,6,0
1998,BFA,BEN,6,0
1999,BFA,BEN,6,0
2000,BFA,BEN,9,0
2001,BFA,BEN,8,0
2002,BFA,BEN,8,5
2003,BFA,BEN,7,5
2004,BFA,BEN,6,5
2005,BFA,BEN,6,10
2001,BIH,BEN,5,0
2002,BIH,BEN,5,0
2003,BIH,BEN,5,0
2004,BIH,BEN,5,0
2000,CAF,BEN,6,0
2001,CAF,BEN,33,29
2002,CAF,BEN,52,13
2003,CAF,BEN,48,30
2004,CAF,BEN,42,33
2005,CAF,BEN,37,48
2006,CAF,BEN,5,27
2007,CAF,BEN,11,27
2008,CAF,BEN,9,0
2009,CAF,BEN,11,5
2010,CAF,BEN,11,0
2011,CAF,BEN,11,0
2012,CAF,BEN,5,0
2013,CAF,BEN,11,66
2014,CAF,BEN,234,58
2015,CAF,BEN,349,159
2016,CAF,BEN,617,179
2017,CAF,BEN,848,132
2018,CAF,BEN,915,158
2020,CAF,BEN,953,154
1995,TCD,BEN,329,0
1996,TCD,BEN,336,0
1997,TCD,BEN,189,0
1998,TCD,BEN,203,0
1999,TCD,BEN,239,0
2000,TCD,BEN,369,5
2001,TCD,BEN,427,19
2002,TCD,BEN,455,34
2003,TCD,BEN,466,77
2004,TCD,BEN,409,87
2005,TCD,BEN,370,113
2006,TCD,BEN,101,93
2007,TCD,BEN,166,72
2008,TCD,BEN,210,51
2009,TCD,BEN,215,29
2010,TCD,BEN,214,5
2011,TCD,BEN,214,10
2012,TCD,BEN,80,5
2017,TCD,BEN,0,5
2018,TCD,BEN,5,18
2020,TCD,BEN,8,25
1995,CMR,BEN,35,0
1996,CMR,BEN,42,0
1997,CMR,BEN,48,0
1998,CMR,BEN,48,0
1999,CMR,BEN,48,0
2000,CMR,BEN,51,10
2001,CMR,BEN,52,0
2002,CMR,BEN,54,0
2003,CMR,BEN,54,11
2004,CMR,BEN,54,35
2005,CMR,BEN,54,50
2006,CMR,BEN,10,10
2007,CMR,BEN,13,0
2008,CMR,BEN,12,0
2009,CMR,BEN,12,0
2010,CMR,BEN,12,0
2011,CMR,BEN,12,5
2017,CMR,BEN,0,10
2018,CMR,BEN,0,25
2020,CMR,BEN,16,47
1997,COG,BEN,18,0
1998,COG,BEN,103,0
1999,COG,BEN,383,0
2000,COG,BEN,1238,5
2001,COG,BEN,1241,10
2002,COG,BEN,1243,22
2003,COG,BEN,1179,36
2004,COG,BEN,1140,51
2005,COG,BEN,1126,130
2006,COG,BEN,252,99
2007,COG,BEN,287,36
2008,COG,BEN,272,11
2009,COG,BEN,266,5
2010,COG,BEN,271,0
2011,COG,BEN,257,0
2012,COG,BEN,140,5
2017,COG,BEN,0,5
2018,COG,BEN,0,5
2020,COG,BEN,0,5
1995,COD,BEN,20,0
1996,COD,BEN,27,0
1997,COD,BEN,69,0
1998,COD,BEN,143,0
1999,COD,BEN,896,0
2000,COD,BEN,674,5
2001,COD,BEN,811,48
2002,COD,BEN,872,90
2003,COD,BEN,852,209
2004,COD,BEN,842,295
2005,COD,BEN,856,603
2006,COD,BEN,502,679
2007,COD,BEN,454,288
2008,COD,BEN,410,45
2009,COD,BEN,402,25
2010,COD,BEN,380,37
2011,COD,BEN,365,44
2012,COD,BEN,190,14
2014,COD,BEN,5,0
2015,COD,BEN,0,5
2016,COD,BEN,0,19
2017,COD,BEN,7,24
2018,COD,BEN,11,26
2020,COD,BEN,11,29
2003,COM,BEN,5,0
2004,COM,BEN,5,0
2005,COM,BEN,5,0
2000,GNQ,BEN,10,0
2001,GNQ,BEN,11,0
2002,GNQ,BEN,13,0
2003,GNQ,BEN,13,0
