year,orig,dest,refugees,asylum_seekers
2007,HND,SWE,17,5
2008,HND,SWE,17,0
2009,HND,SWE,19,5
2010,HND,SWE,16,10
2011,HND,SWE,17,5
2012,HND,SWE,17,5
2013,HND,SWE,11,10
2014,HND,SWE,10,5
2015,HND,SWE,9,10
2016,HND,SWE,14,16
2017,HND,SWE,11,23
2018,HND,SWE,13,31
2020,HND,SWE,19,31
1995,HRV,SWE,927,0
1996,HRV,SWE,946,0
1997,HRV,SWE,1959,0
1998,HRV,SWE,2833,0
1999,HRV,SWE,2833,0
2000,HRV,SWE,2863,0
2001,HRV,SWE,2883,0
2002,HRV,SWE,2902,270
2003,HRV,SWE,2831,116
2004,HRV,SWE,2050,76
2005,HRV,SWE,2011,59
2006,HRV,SWE,1996,16
2007,HRV,SWE,987,10
2008,HRV,SWE,113,27
2009,HRV,SWE,113,5
2010,HRV,SWE,84,15
2011,HRV,SWE,65,10
2012,HRV,SWE,46,10
2013,HRV,SWE,25,5
2014,HRV,SWE,22,15
2015,HRV,SWE,10,5
2016,HRV,SWE,6,5
2017,HRV,SWE,0,5
2018,HRV,SWE,0,5
2020,HRV,SWE,0,5
1995,HUN,SWE,1370,0
1996,HUN,SWE,1195,0
1997,HUN,SWE,957,0
1998,HUN,SWE,632,0
1999,HUN,SWE,202,0
2000,HUN,SWE,31,0
2001,HUN,SWE,16,0
2002,HUN,SWE,11,5
2003,HUN,SWE,7,0
2004,HUN,SWE,7,0
2005,HUN,SWE,6,0
2006,HUN,SWE,6,49
2007,HUN,SWE,5,0
2008,HUN,SWE,5,0
2009,HUN,SWE,5,0
2015,HUN,SWE,5,0
2016,HUN,SWE,5,5
2017,HUN,SWE,5,5
2018,HUN,SWE,5,0
2020,HUN,SWE,5,0
1995,CIV,SWE,30,0
1996,CIV,SWE,30,0
1997,CIV,SWE,30,0
1998,CIV,SWE,34,0
1999,CIV,SWE,34,0
2000,CIV,SWE,33,0
2001,CIV,SWE,25,0
2002,CIV,SWE,18,36
2003,CIV,SWE,17,80
2004,CIV,SWE,13,86
2005,CIV,SWE,26,53
2006,CIV,SWE,37,28
2007,CIV,SWE,33,35
2008,CIV,SWE,37,33
2009,CIV,SWE,40,35
2010,CIV,SWE,46,17
2011,CIV,SWE,60,28
2012,CIV,SWE,59,19
2013,CIV,SWE,72,28
2014,CIV,SWE,80,16
2015,CIV,SWE,71,37
2016,CIV,SWE,71,20
2017,CIV,SWE,61,23
2018,CIV,SWE,54,15
2020,CIV,SWE,51,15
1995,IND,SWE,97,0
1996,IND,SWE,98,0
1997,IND,SWE,106,0
1998,IND,SWE,109,0
1999,IND,SWE,109,0
2000,IND,SWE,110,0
2001,IND,SWE,111,0
2002,IND,SWE,74,97
2003,IND,SWE,61,125
2004,IND,SWE,43,119
2005,IND,SWE,53,72
2006,IND,SWE,54,47
2007,IND,SWE,62,48
2008,IND,SWE,64,55
2009,IND,SWE,64,46
2010,IND,SWE,58,41
2011,IND,SWE,52,39
2012,IND,SWE,51,36
2013,IND,SWE,56,31
2014,IND,SWE,51,39
2015,IND,SWE,42,83
2016,IND,SWE,45,86
2017,IND,SWE,29,64
2018,IND,SWE,24,93
2020,IND,SWE,23,104
1997,IDN,SWE,5,0
1998,IDN,SWE,5,0
1999,IDN,SWE,5,0
2000,IDN,SWE,5,0
2001,IDN,SWE,5,0
2002,IDN,SWE,6,0
2003,IDN,SWE,6,0
2004,IDN,SWE,10,0
2005,IDN,SWE,11,0
2006,IDN,SWE,11,0
2007,IDN,SWE,5,11
2008,IDN,SWE,5,15
2009,IDN,SWE,6,5
2010,IDN,SWE,6,0
2011,IDN,SWE,8,0
2012,IDN,SWE,6,0
2013,IDN,SWE,6,0
2014,IDN,SWE,6,5
2015,IDN,SWE,5,16
2016,IDN,SWE,15,5
2017,IDN,SWE,15,0
2018,IDN,SWE,16,0
2020,IDN,SWE,16,0
1995,IRN,SWE,30471,0
1996,IRN,SWE,25383,0
1997,IRN,SWE,19636,0
1998,IRN,SWE,14559,0
1999,IRN,SWE,10360,0
2000,IRN,SWE,8897,0
2001,IRN,SWE,6791,0
2002,IRN,SWE,5594,1471
2003,IRN,SWE,5181,1559
2004,IRN,SWE,5258,1265
2005,IRN,SWE,5016,844
2006,IRN,SWE,5205,616
2007,IRN,SWE,1934,756
2008,IRN,SWE,1909,840
2009,IRN,SWE,2148,1142
2010,IRN,SWE,2360,1270
2011,IRN,SWE,2681,968
2012,IRN,SWE,2992,1134
2013,IRN,SWE,3763,772
2014,IRN,SWE,4152,919
2015,IRN,SWE,4232,4731
2016,IRN,SWE,4863,3958
2017,IRN,SWE,5867,3116
2018,IRN,SWE,6485,2954
2020,IRN,SWE,7408,2441
1995,IRQ,SWE,19492,0
1996,IRQ,SWE,20152,0
1997,IRQ,SWE,21420,0
1998,IRQ,SWE,22623,0
1999,IRQ,SWE,23585,0
2000,IRQ,SWE,25570,0
2001,IRQ,SWE,25889,0
2002,IRQ,SWE,25698,6070
2003,IRQ,SWE,23918,6314
2004,IRQ,SWE,22028,4757
2005,IRQ,SWE,21046,2136
2006,IRQ,SWE,23852,5712
2007,IRQ,SWE,30423,11382
2008,IRQ,SWE,32120,7824
2009,IRQ,SWE,31558,3106
2010,IRQ,SWE,29013,1580
2011,IRQ,SWE,27367,1058
2012,IRQ,SWE,24741,898
2013,IRQ,SWE,24006,1082
2014,IRQ,SWE,24184,2665
2015,IRQ,SWE,23886,20223
2016,IRQ,SWE,21693,14051
2017,IRQ,SWE,15524,7856
2018,IRQ,SWE,12693,5060
2020,IRQ,SWE,12460,2879
1995,ISR,SWE,31,0
1996,ISR,SWE,31,0
1997,ISR,SWE,34,0
1998,ISR,SWE,35,0
1999,ISR,SWE,35,0
2000,ISR,SWE,34,0
2001,ISR,SWE,21,0
2002,ISR,SWE,20,31
2003,ISR,SWE,11,15
2004,ISR,SWE,8,23
2005,ISR,SWE,13,20
2006,ISR,SWE,24,12
2007,ISR,SWE,24,19
2008,ISR,SWE,27,22
2009,ISR,SWE,31,10
2010,ISR,SWE,32,20
2011,ISR,SWE,34,10
2012,ISR,SWE,30,18
2013,ISR,SWE,32,10
2014,ISR,SWE,36,17
2015,ISR,SWE,35,35
2016,ISR,SWE,36,25
2017,ISR,SWE,33,10
2018,ISR,SWE,29,27
2020,ISR,SWE,25,20
1995,ITA,SWE,6,0
1996,ITA,SWE,6,0
1997,ITA,SWE,6,0
1998,ITA,SWE,7,0
1999,ITA,SWE,7,0
2000,ITA,SWE,7,0
2001,ITA,SWE,7,0
2002,ITA,SWE,7,0
2003,ITA,SWE,5,0
2010,ITA,SWE,0,5
2011,ITA,SWE,5,0
2012,ITA,SWE,5,0
2013,ITA,SWE,5,0
2014,ITA,SWE,5,5
2015,ITA,SWE,5,0
2016,ITA,SWE,5,0
2017,ITA,SWE,5,5
2018,ITA,SWE,5,0
2020,ITA,SWE,5,0
2018,JAM,SWE,0,5
2020,JAM,SWE,0,5
1995,JOR,SWE,131,0
1996,JOR,SWE,131,0
1997,JOR,SWE,131,0
1998,JOR,SWE,150,0
1999,JOR,SWE,150,0
2000,JOR,SWE,136,0
2001,JOR,SWE,106,0
2002,JOR,SWE,100,80
2003,JOR,SWE,97,100
2004,JOR,SWE,94,112
2005,JOR,SWE,120,45
2006,JOR,SWE,131,61
2007,JOR,SWE,245,75
2008,JOR,SWE,293,99
2009,JOR,SWE,323,78
2010,JOR,SWE,328,88
2011,JOR,SWE,320,55
2012,JOR,SWE,316,97
2013,JOR,SWE,326,125
2014,JOR,SWE,381,189
2015,JOR,SWE,388,297
2016,JOR,SWE,445,282
2017,JOR,SWE,344,290
2018,JOR,SWE,294,271
2020,JOR,SWE,284,273
2012,JPN,SWE,0,5
2015,JPN,SWE,0,5
2016,JPN,SWE,0,5
1998,KAZ,SWE,5,0
1999,KAZ,SWE,5,0
2000,KAZ,SWE,29,0
2001,KAZ,SWE,97,0
2002,KAZ,SWE,131,229
2003,KAZ,SWE,180,313
2004,KAZ,SWE,242,220
2005,KAZ,SWE,268,144
2006,KAZ,SWE,298,56
2007,KAZ,SWE,345,109
2008,KAZ,SWE,361,244
2009,KAZ,SWE,373,199
2010,KAZ,SWE,377,282
2011,KAZ,SWE,337,207
2012,KAZ,SWE,306,286
2013,KAZ,SWE,320,225
2014,KAZ,SWE,308,196
2015,KAZ,SWE,294,251
2016,KAZ,SWE,313,165
2017,KAZ,SWE,266,154
2018,KAZ,SWE,256,179
2020,KAZ,SWE,251,219
1995,KEN,SWE,59,0
1996,KEN,SWE,62,0
1997,KEN,SWE,63,0
1998,KEN,SWE,69,0
1999,KEN,SWE,69,0
2000,KEN,SWE,71,0
2001,KEN,SWE,59,0
2002,KEN,SWE,54,5
2003,KEN,SWE,46,20
2004,KEN,SWE,39,22
2005,KEN,SWE,38,33
2006,KEN,SWE,37,24
2007,KEN,SWE,39,38
2008,KEN,SWE,40,59
2009,KEN,SWE,49,100
2010,KEN,SWE,54,113
2011,KEN,SWE,72,53
2012,KEN,SWE,68,54
2013,KEN,SWE,78,32
2014,KEN,SWE,85,38
2015,KEN,SWE,83,68
2016,KEN,SWE,93,82
2017,KEN,SWE,93,78
2018,KEN,SWE,96,66
2020,KEN,SWE,99,67
1996,KGZ,SWE,5,0
1997,KGZ,SWE,5,0
1998,KGZ,SWE,5,0
2000,KGZ,SWE,7,0
2001,KGZ,SWE,7,0
2002,KGZ,SWE,27,221
2003,KGZ,SWE,32,308
2004,KGZ,SWE,50,156
2005,KGZ,SWE,100,69
2006,KGZ,SWE,102,50
2007,KGZ,SWE,135,55
2008,KGZ,SWE,138,103
2009,KGZ,SWE,146,171
2010,KGZ,SWE,150,442
2011,KGZ,SWE,178,342
2012,KGZ,SWE,174,234
2013,KGZ,SWE,229,168
2014,KGZ,SWE,227,122
2015,KGZ,SWE,184,172
2016,KGZ,SWE,196,142
2017,KGZ,SWE,177,137
2018,KGZ,SWE,179,190
2020,KGZ,SWE,175,138
2003,KIR,SWE,15,0
2004,KIR,SWE,31,0
2005,KIR,SWE,31,0
2006,KIR,SWE,31,0
2007,KIR,SWE,31,0
2008,KIR,SWE,31,0
2009,KIR,SWE,31,0
2010,KIR,SWE,31,0
2011,KIR,SWE,31,0
2012,KIR,SWE,29,0
2013,KIR,SWE,16,0
1995,KOR,SWE,5,0
1996,KOR,SWE,5,0
1997,KOR,SWE,5,0
1998,KOR,SWE,5,0
1999,KOR,SWE,5,0
2000,KOR,SWE,5,0
2001,KOR,SWE,8,0
2002,KOR,SWE,8,0
2003,KOR,SWE,6,0
2004,KOR,SWE,5,0
2005,KOR,SWE,7,0
2006,KOR,SWE,7,0
2007,KOR,SWE,7,0
2008,KOR,SWE,8,0
2009,KOR,SWE,8,5
2010,KOR,SWE,11,0
2011,KOR,SWE,8,0
2012,KOR,SWE,8,5
2013,KOR,SWE,9,0
2014,KOR,SWE,10,0
2015,KOR,SWE,6,0
2016,KOR,SWE,6,0
2017,KOR,SWE,6,0
2018,KOR,SWE,6,5
2020,KOR,SWE,7,5
2005,PRK,SWE,6,0
2006,PRK,SWE,7,0
2007,PRK,SWE,7,0
2008,PRK,SWE,7,5
2009,PRK,SWE,8,5
2010,PRK,SWE,8,10
2011,PRK,SWE,9,5
2012,PRK,SWE,7,0
2013,PRK,SWE,8,5
2014,PRK,SWE,9,5
2015,PRK,SWE,6,5
2016,PRK,SWE,5,5
2017,PRK,SWE,5,10
2018,PRK,SWE,5,5
2020,PRK,SWE,5,0
1995,KWT,SWE,47,0
1996,KWT,SWE,47,0
1997,KWT,SWE,47,0
1998,KWT,SWE,49,0
1999,KWT,SWE,49,0
2000,KWT,SWE,8,0
2001,KWT,SWE,5,0
2004,KWT,SWE,0,5
2005,KWT,SWE,6,5
2006,KWT,SWE,6,5
2007,KWT,SWE,6,0
2008,KWT,SWE,5,5
2009,KWT,SWE,5,5
2010,KWT,SWE,5,5
2011,KWT,SWE,7,15
2012,KWT,SWE,9,10
2013,KWT,SWE,20,10
2014,KWT,SWE,22,10
2015,KWT,SWE,19,138
2016,KWT,SWE,20,120
2017,KWT,SWE,23,59
2018,KWT,SWE,25,54
2020,KWT,SWE,32,26
1995,LAO,SWE,193,0
1996,LAO,SWE,198,0
1997,LAO,SWE,207,0
1998,LAO,SWE,212,0
1999,LAO,SWE,212,0
2000,LAO,SWE,178,0
2001,LAO,SWE,84,0
2002,LAO,SWE,50,0
2003,LAO,SWE,51,5
2004,LAO,SWE,42,15
2005,LAO,SWE,39,0
2006,LAO,SWE,34,0
2007,LAO,SWE,24,0
2008,LAO,SWE,19,0
2009,LAO,SWE,13,0
2010,LAO,SWE,7,0
2011,LAO,SWE,7,0
2012,LAO,SWE,6,0
1995,LBR,SWE,36,0
1996,LBR,SWE,43,0
1997,LBR,SWE,44,0
1998,LBR,SWE,48,0
1999,LBR,SWE,48,0
2000,LBR,SWE,48,0
2001,LBR,SWE,37,0
2002,LBR,SWE,32,26
2003,LBR,SWE,142,90
2004,LBR,SWE,171,64
2005,LBR,SWE,175,44
2006,LBR,SWE,196,11
2007,LBR,SWE,34,15
2008,LBR,SWE,31,5
2009,LBR,SWE,32,15
2010,LBR,SWE,31,20
2011,LBR,SWE,32,10
2012,LBR,SWE,30,10
2013,LBR,SWE,22,15
2014,LBR,SWE,27,5
2015,LBR,SWE,22,10
2016,LBR,SWE,19,10
2017,LBR,SWE,13,13
2018,LBR,SWE,12,21
2020,LBR,SWE,13,10
1995,LBY,SWE,26,0
1996,LBY,SWE,26,0
1997,LBY,SWE,29,0
1998,LBY,SWE,30,0
1999,LBY,SWE,30,0
2000,LBY,SWE,29,0
2001,LBY,SWE,20,0
2002,LBY,SWE,24,464
2003,LBY,SWE,31,532
2004,LBY,SWE,40,578
2005,LBY,SWE,105,453
2006,LBY,SWE,111,343
2007,LBY,SWE,154,419
2008,LBY,SWE,177,529
2009,LBY,SWE,200,381
2010,LBY,SWE,213,246
2011,LBY,SWE,346,252
2012,LBY,SWE,355,148
2013,LBY,SWE,380,150
2014,LBY,SWE,408,347
2015,LBY,SWE,375,353
2016,LBY,SWE,437,225
2017,LBY,SWE,404,167
2018,LBY,SWE,397,115
2020,LBY,SWE,393,90
1995,LBN,SWE,6125,0
1996,LBN,SWE,5648,0
1997,LBN,SWE,5483,0
1998,LBN,SWE,5069,0
1999,LBN,SWE,3192,0
2000,LBN,SWE,2328,0
2001,LBN,SWE,1201,0
2002,LBN,SWE,481,421
2003,LBN,SWE,462,519
2004,LBN,SWE,406,437
2005,LBN,SWE,451,177
2006,LBN,SWE,440,606
2007,LBN,SWE,435,648
2008,LBN,SWE,424,353
2009,LBN,SWE,445,181
2010,LBN,SWE,454,164
2011,LBN,SWE,415,136
2012,LBN,SWE,380,286
2013,LBN,SWE,453,316
2014,LBN,SWE,511,472
2015,LBN,SWE,532,831
2016,LBN,SWE,638,601
2017,LBN,SWE,534,571
2018,LBN,SWE,528,478
2020,LBN,SWE,542,455
1995,LKA,SWE,518,0
1996,LKA,SWE,520,0
1997,LKA,SWE,534,0
1998,LKA,SWE,540,0
1999,LKA,SWE,466,0
2000,LKA,SWE,419,0
2001,LKA,SWE,208,0
2002,LKA,SWE,102,41
2003,LKA,SWE,81,31
2004,LKA,SWE,65,27
2005,LKA,SWE,71,34
2006,LKA,SWE,85,18
2007,LKA,SWE,30,35
2008,LKA,SWE,37,33
2009,LKA,SWE,43,50
2010,LKA,SWE,47,45
2011,LKA,SWE,43,17
2012,LKA,SWE,42,10
2013,LKA,SWE,47,22
2014,LKA,SWE,49,30
2015,LKA,SWE,49,35
2016,LKA,SWE,57,30
2017,LKA,SWE,48,41
2018,LKA,SWE,35,52
2020,LKA,SWE,28,58
1995,LTU,SWE,14,0
1996,LTU,SWE,14,0
1997,LTU,SWE,14,0
1998,LTU,SWE,14,0
1999,LTU,SWE,14,0
2000,LTU,SWE,14,0
2001,LTU,SWE,14,0
2002,LTU,SWE,15,23
2003,LTU,SWE,18,10
2004,LTU,SWE,10,5
2005,LTU,SWE,11,12
2006,LTU,SWE,11,5
2007,LTU,SWE,11,0
2008,LTU,SWE,12,0
2009,LTU,SWE,12,0
2010,LTU,SWE,12,5
2011,LTU,SWE,14,10
2012,LTU,SWE,10,5
2013,LTU,SWE,7,5
2014,LTU,SWE,7,5
2015,LTU,SWE,5,5
2016,LTU,SWE,5,5
2017,LTU,SWE,5,5
2018,LTU,SWE,0,5
2020,LTU,SWE,0,5
1995,LVA,SWE,15,0
1996,LVA,SWE,15,0
1997,LVA,SWE,15,0
1998,LVA,SWE,15,0
1999,LVA,SWE,15,0
2000,LVA,SWE,15,0
2001,LVA,SWE,18,0
2002,LVA,SWE,14,10
2003,LVA,SWE,18,5
2004,LVA,SWE,15,5
2005,LVA,SWE,7,0
2006,LVA,SWE,7,0
2007,LVA,SWE,7,5
2008,LVA,SWE,14,0
2009,LVA,SWE,14,0
2010,LVA,SWE,14,0
2011,LVA,SWE,11,0
2012,LVA,SWE,11,5
2013,LVA,SWE,8,0
2014,LVA,SWE,8,0
2015,LVA,SWE,8,0
2016,LVA,SWE,8,0
2017,LVA,SWE,8,0
2013,MDG,SWE,0,5
2014,MDG,SWE,0,5
1995,MRT,SWE,5,0
1996,MRT,SWE,5,0
1997,MRT,SWE,6,0
1998,MRT,SWE,6,0
1999,MRT,SWE,6,0
2000,MRT,SWE,6,0
2001,MRT,SWE,5,0
2002,MRT,SWE,5,10
2003,MRT,SWE,5,16
2004,MRT,SWE,5,17
2005,MRT,SWE,6,10
2006,MRT,SWE,7,5
2007,MRT,SWE,7,0
2008,MRT,SWE,7,5
2009,MRT,SWE,9,10
2010,MRT,SWE,9,10
2011,MRT,SWE,8,0
2012,MRT,SWE,6,10
2013,MRT,SWE,9,10
2014,MRT,SWE,13,5
2015,MRT,SWE,13,10
2016,MRT,SWE,12,5
2017,MRT,SWE,12,5
2018,MRT,SWE,14,0
2020,MRT,SWE,13,5
1995,MKD,SWE,225,0
1996,MKD,SWE,225,0
1997,MKD,SWE,241,0
1998,MKD,SWE,242,0
1999,MKD,SWE,242,0
2000,MKD,SWE,286,0
2001,MKD,SWE,297,0
2002,MKD,SWE,311,581
2003,MKD,SWE,329,363
2004,MKD,SWE,202,232
2005,MKD,SWE,157,70
2006,MKD,SWE,159,59
2007,MKD,SWE,164,51
2008,MKD,SWE,167,31
2009,MKD,SWE,161,40
2010,MKD,SWE,130,327
2011,MKD,SWE,132,246
2012,MKD,SWE,118,336
2013,MKD,SWE,107,190
2014,MKD,SWE,95,249
2015,MKD,SWE,72,158
2016,MKD,SWE,76,91
2017,MKD,SWE,55,86
2018,MKD,SWE,51,47
2020,MKD,SWE,51,107
1995,MDA,SWE,5,0
1996,MDA,SWE,5,0
1997,MDA,SWE,5,0
1998,MDA,SWE,5,0
1999,MDA,SWE,5,0
2000,MDA,SWE,5,0
2001,MDA,SWE,5,0
2002,MDA,SWE,9,123
2003,MDA,SWE,10,84
2004,MDA,SWE,15,53
2005,MDA,SWE,16,33
2006,MDA,SWE,16,82
2007,MDA,SWE,16,26
2008,MDA,SWE,16,10
2009,MDA,SWE,16,10
2010,MDA,SWE,16,0
2011,MDA,SWE,16,5
2012,MDA,SWE,12,15
2013,MDA,SWE,8,10
2014,MDA,SWE,5,29
2015,MDA,SWE,5,35
2016,MDA,SWE,8,25
2017,MDA,SWE,8,5
2018,MDA,SWE,8,5
2020,MDA,SWE,8,5
2012,MEX,SWE,0,5
2013,MEX,SWE,0,15
2014,MEX,SWE,0,10
2015,MEX,SWE,0,5
2016,MEX,SWE,0,5
2017,MEX,SWE,0,5
2018,MEX,SWE,0,5
2020,MEX,SWE,0,5
1995,MLI,SWE,7,0
1996,MLI,SWE,8,0
1997,MLI,SWE,8,0
1998,MLI,SWE,8,0
1999,MLI,SWE,8,0
2000,MLI,SWE,7,0
2001,MLI,SWE,5,0
2002,MLI,SWE,5,5
2003,MLI,SWE,5,5
2004,MLI,SWE,0,5
2005,MLI,SWE,0,5
2008,MLI,SWE,0,5
2009,MLI,SWE,5,0
2010,MLI,SWE,5,5
2011,MLI,SWE,7,5
2012,MLI,SWE,10,34
2013,MLI,SWE,17,43
2014,MLI,SWE,23,20
2015,MLI,SWE,23,18
2016,MLI,SWE,23,10
2017,MLI,SWE,24,10
2018,MLI,SWE,45,5
2020,MLI,SWE,42,10
1995,MYS,SWE,5,0
1996,MYS,SWE,5,0
1997,MYS,SWE,5,0
1998,MYS,SWE,6,0
1999,MYS,SWE,6,0
2000,MYS,SWE,9,0
2001,MYS,SWE,6,0
2002,MYS,SWE,7,0
2003,MYS,SWE,7,5
2004,MYS,SWE,13,5
2005,MYS,SWE,13,0
2006,MYS,SWE,13,0
2007,MYS,SWE,11,0
2008,MYS,SWE,8,0
2009,MYS,SWE,5,0
2010,MYS,SWE,5,0
2011,MYS,SWE,5,0
2012,MYS,SWE,5,0
2013,MYS,SWE,5,5
2014,MYS,SWE,0,5
2015,MYS,SWE,0,5
2016,MYS,SWE,5,0
2017,MYS,SWE,8,5
2018,MYS,SWE,10,0
2020,MYS,SWE,13,5
1995,MWI,SWE,5,0
1996,MWI,SWE,5,0
1997,MWI,SWE,5,0
1998,MWI,SWE,5,0
1999,MWI,SWE,5,0
2000,MWI,SWE,5,0
2001,MWI,SWE,5,0
2002,MWI,SWE,5,0
2003,MWI,SWE,5,0
2002,MNG,SWE,0,240
2003,MNG,SWE,0,185
2004,MNG,SWE,9,149
2005,MNG,SWE,12,198
2006,MNG,SWE,20,303
2007,MNG,SWE,64,564
2008,MNG,SWE,81,533
2009,MNG,SWE,98,543
2010,MNG,SWE,125,629
2011,MNG,SWE,151,609
2012,MNG,SWE,158,251
2013,MNG,SWE,198,323
2014,MNG,SWE,240,564
2015,MNG,SWE,283,1208
2016,MNG,SWE,352,598
2017,MNG,SWE,315,359
2018,MNG,SWE,300,339
2020,MNG,SWE,287,241
1995,MAR,SWE,61,0
1996,MAR,SWE,61,0
1997,MAR,SWE,62,0
1998,MAR,SWE,65,0
1999,MAR,SWE,65,0
2000,MAR,SWE,61,0
2001,MAR,SWE,49,0
2002,MAR,SWE,41,40
2003,MAR,SWE,35,44
2004,MAR,SWE,29,41
2005,MAR,SWE,39,32
2006,MAR,SWE,42,35
2007,MAR,SWE,47,46
2008,MAR,SWE,47,41
2009,MAR,SWE,55,30
2010,MAR,SWE,55,48
2011,MAR,SWE,66,87
2012,MAR,SWE,65,186
2013,MAR,SWE,98,309
2014,MAR,SWE,148,441
2015,MAR,SWE,170,609
2016,MAR,SWE,205,434
2017,MAR,SWE,230,368
2018,MAR,SWE,240,318
2020,MAR,SWE,250,238
2018,MOZ,SWE,0,10
2020,MOZ,SWE,0,10
2006,MNE,SWE,5,13
2007,MNE,SWE,22,77
2008,MNE,SWE,32,39
2009,MNE,SWE,36,26
2010,MNE,SWE,42,27
2011,MNE,SWE,49,69
2012,MNE,SWE,49,24
2013,MNE,SWE,56,60
2014,MNE,SWE,62,81
2015,MNE,SWE,62,40
2016,MNE,SWE,59,30
2017,MNE,SWE,40,33
2018,MNE,SWE,30,33
2020,MNE,SWE,34,14
1995,MMR,SWE,40,0
1996,MMR,SWE,41,0
1997,MMR,SWE,41,0
1998,MMR,SWE,42,0
1999,MMR,SWE,42,0
2000,MMR,SWE,43,0
2001,MMR,SWE,38,0
2002,MMR,SWE,35,21
2003,MMR,SWE,31,30
2004,MMR,SWE,156,27
2005,MMR,SWE,569,15
2006,MMR,SWE,867,5
2007,MMR,SWE,39,10
2008,MMR,SWE,40,5
2009,MMR,SWE,46,5
2010,MMR,SWE,46,5
2011,MMR,SWE,50,5
2012,MMR,SWE,49,0
2013,MMR,SWE,43,0
2014,MMR,SWE,32,5
2015,MMR,SWE,26,10
2016,MMR,SWE,19,10
2017,MMR,SWE,16,5
2018,MMR,SWE,15,11
2020,MMR,SWE,10,10
2006,NAM,SWE,5,0
2002,NPL,SWE,0,38
2003,NPL,SWE,0,52
2004,NPL,SWE,5,61
2005,NPL,SWE,8,59
2006,NPL,SWE,17,15
2007,NPL,SWE,10,38
2008,NPL,SWE,13,100
2009,NPL,SWE,16,64
2010,NPL,SWE,19,27
2011,NPL,SWE,22,16
2012,NPL,SWE,22,15
2013,NPL,SWE,25,10
2014,NPL,SWE,21,10
2015,NPL,SWE,19,70
2016,NPL,SWE,20,34
2017,NPL,SWE,19,12
2018,NPL,SWE,16,22
2020,NPL,SWE,14,20
2003,NLD,SWE,0,5
2006,NLD,SWE,5,0
2007,NLD,SWE,5,5
2008,NLD,SWE,5,0
2009,NLD,SWE,5,0
2010,NLD,SWE,5,0
2011,NLD,SWE,5,0
2012,NLD,SWE,5,0
2015,NLD,SWE,0,5
2002,NER,SWE,0,5
2003,NER,SWE,0,15
2004,NER,SWE,0,15
2005,NER,SWE,0,5
2007,NER,SWE,0,5
2008,NER,SWE,0,5
2010,NER,SWE,0,5
2011,NER,SWE,0,5
2012,NER,SWE,5,5
2013,NER,SWE,5,0
2014,NER,SWE,5,0
2015,NER,SWE,0,5
2016,NER,SWE,5,5
2017,NER,SWE,5,0
2018,NER,SWE,5,0
2020,NER,SWE,5,0
1995,NIC,SWE,19,0
1996,NIC,SWE,19,0
1997,NIC,SWE,20,0
1998,NIC,SWE,20,0
1999,NIC,SWE,20,0
2000,NIC,SWE,17,0
2001,NIC,SWE,12,0
2002,NIC,SWE,14,5
2003,NIC,SWE,13,0
2004,NIC,SWE,7,5
2005,NIC,SWE,5,0
2006,NIC,SWE,9,5
2007,NIC,SWE,5,28
2008,NIC,SWE,5,32
2009,NIC,SWE,5,29
2010,NIC,SWE,7,16
2011,NIC,SWE,7,15
2012,NIC,SWE,6,15
2013,NIC,SWE,5,5
2014,NIC,SWE,6,12
2015,NIC,SWE,6,19
2016,NIC,SWE,9,27
2017,NIC,SWE,9,57
2018,NIC,SWE,9,241
2020,NIC,SWE,38,238
1995,NGA,SWE,26,0
1996,NGA,SWE,31,0
1997,NGA,SWE,34,0
1998,NGA,SWE,35,0
1999,NGA,SWE,35,0
2000,NGA,SWE,37,0
2001,NGA,SWE,35,0
2002,NGA,SWE,25,172
2003,NGA,SWE,26,418
2004,NGA,SWE,30,328
2005,NGA,SWE,43,151
2006,NGA,SWE,40,85
2007,NGA,SWE,47,144
2008,NGA,SWE,67,158
2009,NGA,SWE,93,207
2010,NGA,SWE,124,225
2011,NGA,SWE,147,225
2012,NGA,SWE,178,339
2013,NGA,SWE,257,362
2014,NGA,SWE,365,376
2015,NGA,SWE,398,510
2016,NGA,SWE,483,465
2017,NGA,SWE,510,515
2018,NGA,SWE,539,571
2020,NGA,SWE,588,539
2011,NOR,SWE,5,0
2012,NOR,SWE,5,0
2013,NOR,SWE,5,0
2014,NOR,SWE,5,0
2015,NOR,SWE,5,0
2016,NOR,SWE,5,5
2017,NOR,SWE,5,0
1995,PAK,SWE,76,0
1996,PAK,SWE,80,0
1997,PAK,SWE,94,0
1998,PAK,SWE,92,0
1999,PAK,SWE,92,0
2000,PAK,SWE,88,0
2001,PAK,SWE,111,0
2002,PAK,SWE,135,112
2003,PAK,SWE,170,121
2004,PAK,SWE,161,108
2005,PAK,SWE,178,70
2006,PAK,SWE,201,65
2007,PAK,SWE,164,85
2008,PAK,SWE,174,76
2009,PAK,SWE,183,91
2010,PAK,SWE,186,120
2011,PAK,SWE,202,174
2012,PAK,SWE,209,226
2013,PAK,SWE,248,219
2014,PAK,SWE,305,294
2015,PAK,SWE,322,630
2016,PAK,SWE,393,529
2017,PAK,SWE,461,433
2018,PAK,SWE,503,535
2020,PAK,SWE,595,515
1995,PAN,SWE,32,0
1996,PAN,SWE,32,0
1997,PAN,SWE,32,0
1998,PAN,SWE,32,0
1999,PAN,SWE,32,0
2000,PAN,SWE,19,0
2001,PAN,SWE,11,0
